observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52294.8639848102 3689.2561983471073  2369.7369368426876  2369.7369368426876 242.80797684847835  4.7999905362134033E8  3.1114152763658203E7  63826.0  170361.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127519.02765789733 55537.19008264461  2194.607284268519  2194.607284268519 251.17768858553447  4.335475323031457E8  3.979309398302296E7  63826.0  170361.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207378.8633316275 111074.38016528926  2382.704240980826  2382.704240980826 256.8999074733528  4.810312487263202E8  3.2878791473554567E7  64026.0  170865.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216981.67590260934 128925.61983471068  2258.268194307703  2258.268194307703 257.5015005544034  4.6647713196738654E8  2.059410354596179E7  64227.0  171350.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123457.33494571688 182479.3388429752  3214.8695439172598  3214.8695439172598 250.8407352641038  4.8306448871133316E8  2.1032989408118817E8  64427.0  171855.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123717.71510921473 17851.239669421488  3131.343867080685  3131.343867080685 250.86316636020115  4.685262738011091E8  2.0685299691648477E8  64627.0  172381.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119557.06272824184 6148.760330578512  2377.5095203943583  2377.5095203943583 250.5047366237286  4.85261160179329E8  2.7528464393402588E7  64828.0  172925.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113613.34992066125 6148.760330578512  3422.719107002085  3422.719107002085 249.99270071680405  4.862418827633057E8  2.5198222563329193E8  65028.0  173399.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98229.31882849494 5950.413223140496  7350.97436902581  7350.97436902581 248.5403485368953  4.7159708781757635E8  1.1138869468833997E9  65228.0  173923.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98146.65757163473 3689.2561983471073  2419.186918513101  2419.186918513101 248.53216101145352  4.8838147023586595E8  3.339728230935907E7  65429.0  174445.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111293.84405019105 3966.9421487603304  2581.728472683345  2581.728472683345 249.7783884259864  4.7369484402669126E8  8.314144323085289E7  65629.0  174981.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155526.5798423723 61487.603305785095  2313.3213920339554  2313.3213920339554 253.33988529785756  4.905646467587887E8  8380656.282873252  65829.0  175509.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183374.28176051212 85289.25619834714  2705.6237635131934  2705.6237635131934 255.31374791596693  4.916145271048992E8  9.194393271456152E7  66030.0  176022.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216188.1677407161 107107.4380165289  2142.7312832673097  2142.7312832673097 257.4520854241323  4.449782915684829E8  1.71735361661218E7  66230.0  176528.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226615.65308364228 182479.33884297524  2439.1857040990076  2439.1857040990076 258.0972676266868  4.937360928309962E8  3.2356068205530975E7  66430.0  177057.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215115.08620658558 126942.14876033053  2436.0402167263915  2436.0402167263915 257.38526007015724  4.788159602369951E8  4.659777100719417E7  66631.0  177567.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125132.88829279416 152727.27272727274  3600.013216518727  3600.013216518727 250.9850799700891  4.958251258876843E8  2.8063840030191356E8  66831.0  178080.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122435.00501072631 11900.826446280991  3947.4629357868675  3947.4629357868675 250.752664111882  4.808820895466428E8  3.705206154658621E8  67031.0  178610.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126304.64717440345 53553.71900826446  4433.134248058423  4433.134248058423 251.0798257050853  4.979790513059883E8  4.581749523863555E8  67232.0  179130.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126047.08536957129 23801.652892561982  2526.6385922702066  2526.6385922702066 251.05906965666622  4.990197232552254E8  4.5934584623990744E7  67432.0  179637.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118723.16961920742 5950.413223140496  2861.10502722337  2861.10502722337 250.43289883004888  4.839761676533934E8  1.3311703857230575E8  67632.0  180165.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110818.15761233776 9917.355371900827  2660.7119549688123  2660.7119549688123 249.73439633888262  5.012023664403969E8  7.266935637811093E7  67833.0  180698.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107110.70824155508 3570.2479338842977  3290.918736898377  3290.918736898377 249.39152670318643  4.8600300530812263E8  2.2379393519525835E8  68033.0  181187.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111623.20462032828 13884.297520661159  2447.4923305656084  2447.4923305656084 249.80884811063797  5.032191846447821E8  2.466457883510524E7  68234.0  181683.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109981.59774999997 34924.93976 2520.99037 250.25 63885.585230000004 111571.560621687 61487.603305785095  2449.6259228563563  2449.6259228563563 249.80407200792445  5.0430975328169674E8  2.4034190896404855E7  68434.0  182215.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105483.08778999998 140842.23776 2332.56072 249.85 138676.28852 178412.14835022172 69421.48760330575  2414.213188159635  2414.213188159635 254.97681636564042  4.5643652554125565E8  6.4269475329013936E7  68634.0  182716.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106774.32675999998 19860.485109999998 2582.47794 249.97 23734.20202 138293.93461843775 61487.603305785095  2364.8124459991423  2364.8124459991423 252.04289500825374  5.063394389359165E8  3711635.925068004  68835.0  183204.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102133.00695999998 7021.4838 2796.6927 249.54 5176.8567 111386.02708000658 29752.066115702488  2332.6981227287174  2332.6981227287174 249.78691362989056  4.9097937404067475E8  1.2145170502274113E7  69035.0  183693.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105699.28602 9100.16036 2582.47794 249.87 15248.917360000001 117669.29699528714 6148.760330578512  2816.8871141409268  2816.8871141409268 250.34211035452162  5.083743710253041E8  9.918176001646225E7  69235.0  184195.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82730.70342 19695.8571 3034.7091 247.55 -238.0164 109166.11696698674 5950.413223140496  2314.75040515991  2314.75040515991 249.58161351770894  4.9295327687128496E8  6300240.7526024915  69436.0  184689.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74245.41876 12051.56372 2766.94065 246.55 6333.21971 106707.77303621444 6148.760330578512  2642.8033101937967  2642.8033101937967 249.35426274264447  5.1043183401488566E8  5.957728924176418E7  69636.0  185197.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
95520.11798 10760.32475 2766.94065 248.93 34801.96462 127073.17279443305 11900.826446280991  2535.738415500415  2535.738415500415 251.1417586263545  5.1145381433097553E8  3.5463175462609984E7  69836.0  185695.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
