observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52296.0057158214 3689.2561983471073  2368.5952058314956  2368.5952058314956 242.80817118567174  4.797917677495404E8  3.107518607093372E7  63826.0  170139.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127521.25443682358 55537.19008264461  2193.5222363534795  2193.5222363534795 251.17786803423513  4.333603063544235E8  3.9746292976968385E7  63826.0  170139.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207382.3316179951 111074.38016528926  2381.46273353948  2381.46273353948 256.900132409235  4.8080925888724357E8  3.2833008616329227E7  64026.0  170638.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216985.98641505852 128925.61983471068  2257.4259682261063  2257.4259682261063 257.5017689883584  4.663147692266316E8  2.0574811999951657E7  64227.0  171150.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123463.51509196915 182479.3388429752  3212.999910114174  3212.999910114174 250.84126766815723  4.829058206481326E8  2.1008531294273394E8  64427.0  171660.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123728.82575185239 17851.239669421488  3126.4133706952784  3126.4133706952784 250.86412351411548  4.6837965033717114E8  2.0593619355972683E8  64627.0  172191.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119569.22904244882 6148.760330578512  2376.453848825051  2376.453848825051 250.5057847210931  4.850644340365142E8  2.749749957513474E7  64828.0  172714.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113631.14726621198 6148.760330578512  3417.0880756583256  3417.0880756583256 249.9942339133539  4.861255018970949E8  2.5088408583241364E8  65028.0  173233.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98270.67475756102 5950.413223140496  7327.415785510457  7327.415785510457 248.54444480562213  4.71434426864809E8  1.1089684095937722E9  65228.0  173731.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98188.86430523699 3689.2561983471073  2418.336113976932  2418.336113976932 248.53634155162806  4.882305104688584E8  3.336473755831939E7  65429.0  174259.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111337.3595786284 3966.9421487603304  2580.4196778482456  2580.4196778482456 249.78241279743165  4.7349868317464536E8  8.305531860460225E7  65629.0  174771.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155571.1633415798 61487.603305785095  2312.2534212637993  2312.2534212637993 253.3431421828899  4.9034351061171424E8  8371448.733902901  65829.0  175286.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183421.78818023746 85289.25619834714  2702.7008429953858  2702.7008429953858 255.31696869018558  4.9138197604700184E8  9.154605798357138E7  66030.0  175792.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216236.6345546554 107107.4380165289  2141.77088905337  2141.77088905337 257.45510365890243  4.447884728424032E8  1.7156213686591506E7  66230.0  176309.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226665.31440438074 182479.33884297524  2437.991197299833  2437.991197299833 258.1002442102842  4.9351775792972946E8  3.2316767674486015E7  66430.0  176831.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215165.85315536032 126942.14876033053  2434.934588690092  2434.934588690092 257.3884215441126  4.786102619825709E8  4.656500351383603E7  66631.0  177341.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125189.81840737694 152727.27272727274  3593.8500507106905  3593.8500507106905 250.98998435625234  4.9563203433835214E8  2.795021985492527E8  66831.0  177862.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122500.50480049009 11900.826446280991  3938.8932606058447  3938.8932606058447 250.758306754005  4.806285283512282E8  3.689258389443914E8  67031.0  178357.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126379.75192902151 53553.71900826446  4423.529283204129  4423.529283204129 251.0858781472336  4.97759309631992E8  4.563230614215064E8  67232.0  178899.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126123.42659977838 23801.652892561982  2525.402116681163  2525.402116681163 251.06522174226598  4.9878920221290284E8  4.589841825763289E7  67432.0  179401.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118803.3855541058 5950.413223140496  2857.230322532072  2857.230322532072 250.43980923105667  4.8367879352857643E8  1.3257870274646448E8  67632.0  179896.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110899.94074926358 9917.355371900827  2659.1447529413667  2659.1447529413667 249.74195974745803  5.00904610807701E8  7.26290923594036E7  67833.0  180434.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107197.54208704132 3570.2479338842977  3285.868028337961  3285.868028337961 249.39955720771675  4.8577283603557575E8  2.2293474986194327E8  68033.0  180951.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111711.56120738445 13884.297520661159  2445.969588995676  2445.969588995676 249.8170194402464  5.0298372951763904E8  2.4571603698872436E7  68234.0  181447.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109981.59774999997 34924.93976 2520.99037 250.25 63885.585230000004 111661.34266256192 61487.603305785095  2448.200469037596  2448.200469037596 249.812375165316  5.040252374093687E8  2.4011259870082334E7  68434.0  181953.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105483.08778999998 140842.23776 2332.56072 249.85 138676.28852 178503.4171166877 69421.48760330575  2412.726462568598  2412.726462568598 254.98325598791277  4.561672278349375E8  6.42181108250895E7  68634.0  182448.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106774.32675999998 19860.485109999998 2582.47794 249.97 23734.20202 138386.44908724516 61487.603305785095  2363.566743657731  2363.566743657731 252.0499367550042  5.060747263860989E8  3707671.0077737835  68835.0  182952.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102133.00695999998 7021.4838 2796.6927 249.54 5176.8567 111479.36764820154 29752.066115702488  2331.8720233411536  2331.8720233411536 249.79554588441704  4.908102957927651E8  1.2136072725572618E7  69035.0  183487.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105699.28602 9100.16036 2582.47794 249.87 15248.917360000001 117764.0503147329 6148.760330578512  2815.474362890133  2815.474362890133 250.3502731146393  5.081530965168338E8  9.909832736086567E7  69235.0  183964.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82730.70342 19695.8571 3034.7091 247.55 -238.0164 109261.67540850863 5950.413223140496  2313.9452830837818  2313.9452830837818 249.59045088398304  4.92784744172185E8  6295121.887488058  69436.0  184480.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74245.41876 12051.56372 2766.94065 246.55 6333.21971 106804.62196901576 6148.760330578512  2641.5128189143516  2641.5128189143516 249.3632194551943  5.1020187601365614E8  5.9528909540015124E7  69636.0  184964.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
95520.11798 10760.32475 2766.94065 248.93 34801.96462 127171.0352416397 11900.826446280991  2534.7249010950563  2534.7249010950563 251.14964503518735  5.112678577804367E8  3.543053365761197E7  69836.0  185484.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
94925.07697999998 3570.246 3034.7091 248.87 6009.914100000001 124929.92256111657 5950.413223140496  2300.6135573826386  2300.6135573826386 250.9675949828667  4.9583326109871686E8  371171.4207786102  70037.0  186016.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82750.53811999998 11928.58858 2152.0649500000004 247.56 1906.1146700000002 110440.37990830583 13884.297520661159  2511.359802149552  2511.359802149552 249.69945897607562  5.134161589181564E8  2.8242765710988957E7  70237.0  186531.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
167841.40111999997 65097.485400000005 2439.6681 254.71 152628.0165 180427.39380135594 79338.84297520661  3302.1596317434023  3302.1596317434023 255.11395890178684  4.978797313276582E8  2.1434168495452234E8  70437.0  187050.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
