observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52299.77610834688 3689.2561983471073  2364.824813306015  2364.824813306015 242.80881295461225  4.789307687081905E8  3.112297357683417E7  63826.0  169779.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127528.35142001005 55537.19008264461  2190.195645692501  2190.195645692501 251.178439956484  4.325826298009465E8  3.980647874376015E7  63826.0  169779.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207392.9374498232 111074.38016528926  2377.9538848978373  2377.9538848978373 256.9008202509776  4.800008277156266E8  3.288463895825577E7  64026.0  170301.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 217000.16583987421 128925.61983471068  2253.852375238503  2253.852375238503 257.50265200148675  4.6551715581587785E8  2.0601660292508755E7  64227.0  170805.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123479.93469697496 182479.3388429752  3210.759729924057  3210.759729924057 250.84268217582485  4.8211987349024165E8  2.103880901495568E8  64427.0  171334.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123748.10538222159 17851.239669421488  3123.553345331884  3123.553345331884 250.86578440577375  4.675781054175346E8  2.0612087813884312E8  64627.0  171844.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119592.12474410751 6148.760330578512  2372.8377775355575  2372.8377775355575 250.50775712819672  4.8424456703364134E8  2.7537439590094738E7  64828.0  172370.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113656.82315033251 6148.760330578512  3414.3078931964783  3414.3078931964783 249.99644582618302  4.853115873126501E8  2.5109836087445956E8  65028.0  172892.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98295.94685887467 5950.413223140496  7327.819568317338  7327.819568317338 248.54694798522928  4.706400566606095E8  1.1098498690954807E9  65228.0  173387.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98217.62680110784 3689.2561983471073  2414.84571941972  2414.84571941972 248.53919045177375  4.874346681749109E8  3.3407759264489796E7  65429.0  173925.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
