observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52291.518650088605 3689.2561983471073  2373.0822715642867  2373.0822715642867 242.8074074298023  4.807153991427721E8  3.111934081391235E7  63826.0  170569.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127512.6911834052 55537.19008264461  2197.5984240390617  2197.5984240390617 251.1771779501495  4.341945540644387E8  3.9791211779242E7  63826.0  170569.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207369.17545459428 111074.38016528926  2386.0556435218846  2386.0556435218846 256.89927916561345  4.817345515094975E8  3.289833099072205E7  64026.0  171068.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216968.83230290565 128925.61983471068  2261.423916978184  2261.423916978184 257.50070072878975  4.671698574351108E8  2.058201545510596E7  64227.0  171560.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123441.22999442635 182479.3388429752  3218.130895504108  3218.130895504108 250.83934786306224  4.837712269944242E8  2.1032657559155518E8  64427.0  172062.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123697.61165491097 17851.239669421488  3135.342370093903  3135.342370093903 250.86143449818326  4.691972572341524E8  2.0704442469206542E8  64627.0  172581.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119534.20305510658 6148.760330578512  2380.265739225875  2380.265739225875 250.50276732039168  4.8586305040219426E8  2.7521045152775515E7  64828.0  173082.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113586.24976011779 6148.760330578512  3426.9595944102834  3426.9595944102834 249.99036610614385  4.8689199018130076E8  2.5224672147025198E8  65028.0  173584.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98193.11541793135 5950.413223140496  7360.077619045942  7360.077619045942 248.53676262063505  4.722173933510828E8  1.1152300623667893E9  65228.0  174104.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98107.575191051 3689.2561983471073  2422.0658885332327  2422.0658885332327 248.52828993572217  4.8901264653194577E8  3.338705240407534E7  65429.0  174618.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111252.09379746037 3966.9421487603304  2584.396344830281  2584.396344830281 249.7745273094849  4.742523045386833E8  8.315939877708562E7  65629.0  175128.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155482.39002190347 61487.603305785095  2315.7609597720916  2315.7609597720916 253.3366571715906  4.9108664705085486E8  8384830.550282636  65829.0  175630.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183327.35233624856 85289.25619834714  2708.363367307943  2708.363367307943 255.31056626008464  4.921195871106222E8  9.20297601014428E7  66030.0  176135.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216138.9353366208 107107.4380165289  2145.0342630990694  2145.0342630990694 257.44901951280485  4.4547143925253475E8  1.717710328098165E7  66230.0  176660.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226564.0694106349 182479.33884297524  2441.536973011085  2441.536973011085 258.09417582178344  4.9421882640209615E8  3.2380464592205647E7  66430.0  177157.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215061.46022806992 126942.14876033053  2438.0825222346803  2438.0825222346803 257.38192055225244  4.792625230827489E8  4.659169980442877E7  66631.0  177653.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125076.49499212088 152727.27272727274  3602.780538676347  3602.780538676347 250.9802218290938  4.962681529100672E8  2.8079223906622005E8  66831.0  178155.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122376.51930319164 11900.826446280991  3949.5553426482525  3949.5553426482525 250.74762571529908  4.812559826721706E8  3.7059802001956564E8  67031.0  178658.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126243.90669693676 53553.71900826446  4435.389017990438  4435.389017990438 251.07493083221345  4.9835904422269166E8  4.5828127618764156E8  67232.0  179177.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 125984.63244605096 23801.652892561982  2528.351038323807  2528.351038323807 251.05403678346772  4.9936753519292337E8  4.595611908065043E7  67432.0  179668.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118658.7870393411 5950.413223140496  2863.034683569363  2863.034683569363 250.4273524327482  4.8431958040402997E8  1.3318982089669651E8  67632.0  180203.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
