observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52291.17487176311 3689.2561983471073  2373.4260498897784  2373.4260498897784 242.80734891434267  4.808232674329578E8  3.108561984340859E7  63826.0  170581.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127512.07267814853 55537.19008264461  2197.8731509702397  2197.8731509702397 251.1771281068699  4.342919834878289E8  3.975303642767951E7  63826.0  170581.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207367.86062563746 111074.38016528926  2386.75196722206  2386.75196722206 256.8991938923171  4.819284371848685E8  3.2854630862773653E7  64026.0  171119.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216966.66974883393 128925.61983471068  2262.2716420930524  2262.2716420930524 257.50056605734426  4.6736823612190455E8  2.056647710593368E7  64227.0  171614.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123439.16353454726 182479.3388429752  3218.0348013114976  3218.0348013114976 250.83916984274185  4.8396736845052E8  2.1010970820163268E8  64427.0  172111.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123696.21850261092 17851.239669421488  3134.6690625148535  3134.6690625148535 250.8613144816171  4.693427501805676E8  2.067537103962848E8  64627.0  172611.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119532.0896349041 6148.760330578512  2380.986007128297  2380.986007128297 250.50258525455754  4.8604071754352033E8  2.7498727928712152E7  64828.0  173124.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113585.30196054648 6148.760330578512  3425.7939737791085  3425.7939737791085 249.99028445559497  4.870080191677568E8  2.5187928732192168E8  65028.0  173596.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98199.5386694111 5950.413223140496  7352.706567994888  7352.706567994888 248.53739883809538  4.7231826630333763E8  1.1135393751703608E9  65228.0  174106.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98113.64563534404 3689.2561983471073  2422.4186957199486  2422.4186957199486 248.5288912079382  4.891143483420538E8  3.336144529023317E7  65429.0  174618.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
