observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52295.852315269054 3689.2561983471073  2368.748606383837  2368.748606383837 242.8081450749394  4.797519329429072E8  3.1148106848822083E7  63826.0  170173.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127520.84609449227 55537.19008264461  2193.7771781324586  2193.7771781324586 251.17783512728602  4.333243265290722E8  3.983725954286322E7  63826.0  170173.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207381.66275761236 111074.38016528926  2381.7232515909445  2381.7232515909445 256.90008903026217  4.807837286630805E8  3.2914728291123718E7  64026.0  170680.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216985.26426812768 128925.61983471068  2257.479254774195  2257.479254774195 257.50172401719567  4.6628362604698473E8  2.061744820991189E7  64227.0  171190.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123461.11796881571 182479.3388429752  3214.6748863367948  3214.6748863367948 250.84106116202756  4.827929239051329E8  2.1055947445503017E8  64427.0  171662.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123724.78577829145 17851.239669421488  3128.056221102789  3128.056221102789 250.86377548055577  4.6825584058951837E8  2.064143390677582E8  64627.0  172183.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119565.95220584662 6148.760330578512  2375.690711866308  2375.690711866308 250.50550242986273  4.848367354865362E8  2.7560602058842532E7  64828.0  172657.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113626.40138837208 6148.760330578512  3418.5571168960323  3418.5571168960323 249.99382506791628  4.858647650312051E8  2.5146167068494713E8  65028.0  173159.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98254.10328272794 5950.413223140496  7339.241382503632  7339.241382503632 248.54280341548414  4.712253327401427E8  1.1117280901158752E9  65228.0  173682.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98172.9973163038 3689.2561983471073  2417.6316280770448  2417.6316280770448 248.53476994020443  4.880013630393483E8  3.3441938988456026E7  65429.0  174203.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111321.4177362202 3966.9421487603304  2580.4945313232565  2580.4945313232565 249.78093847555905  4.7332615100223505E8  8.324399543805572E7  65629.0  174737.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155556.2250086003 61487.603305785095  2311.24991183509  2311.24991183509 253.34205091742277  4.901067789027213E8  8391739.99596049  65829.0  175225.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183406.9631128016 85289.25619834714  2702.587577451705  2702.587577451705 255.3159636008679  4.911618149789567E8  9.174178954034914E7  66030.0  175738.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216222.6786422777 107107.4380165289  2140.901733995228  2140.901733995228 257.4542345648448  4.445604819251922E8  1.7196742180561267E7  66230.0  176240.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226652.314347385 182479.33884297524  2437.0353419178814  2437.0353419178814 258.0994650172252  4.932300991173591E8  3.2398264232517436E7  66430.0  176745.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215153.50716426963 126942.14876033053  2434.2805227850663  2434.2805227850663 257.387652706705  4.783637764027232E8  4.667041785631414E7  66631.0  177271.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125175.97571304462 152727.27272727274  3595.3467539523112  3595.3467539523112 250.988791842957  4.954079617831306E8  2.800490853295132E8  66831.0  177808.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122484.14163255399 11900.826446280991  3941.4137342096465  3941.4137342096465 250.75689710824895  4.804327551050459E8  3.696652368120243E8  67031.0  178315.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126361.00231167527 53553.71900826446  4425.915732614268  4425.915732614268 251.0843671779898  4.974918068916575E8  4.5710528197330385E8  67232.0  178823.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126105.75642258348 23801.652892561982  2524.322676529822  2524.322676529822 251.06379776151047  4.9845413051340836E8  4.600067250457383E7  67432.0  179295.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118785.86666536388 5950.413223140496  2857.0790340791013  2857.0790340791013 250.43830002286043  4.834099356255358E8  1.3281493022327542E8  67632.0  179815.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110883.18392140859 9917.355371900827  2658.3826920544443  2658.3826920544443 249.74041005469422  5.005914418181394E8  7.277789737366176E7  67833.0  180338.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107179.94333279671 3570.2479338842977  3286.7099547275793  3286.7099547275793 249.39792965252906  4.85526656846423E8  2.2336251869924733E8  68033.0  180883.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111694.93211696304 13884.297520661159  2444.9999251724835  2444.9999251724835 249.81548156080302  5.0273036188314825E8  2.4615830825785786E7  68234.0  181382.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109981.59774999997 34924.93976 2520.99037 250.25 63885.585230000004 111645.59974316285 61487.603305785095  2447.314298015262  2447.314298015262 249.81091924009644  5.0378090894745827E8  2.4064455845697086E7  68434.0  181895.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105483.08778999998 140842.23776 2332.56072 249.85 138676.28852 178487.92865672914 69421.48760330575  2412.472003128079  2412.472003128079 254.98216317340922  4.559771346073784E8  6.435332134456684E7  68634.0  182405.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106774.32675999998 19860.485109999998 2582.47794 249.97 23734.20202 138372.00752749084 61487.603305785095  2362.519843453497  2362.519843453497 252.0488375344414  5.058404680576455E8  3716130.2140384037  68835.0  182896.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102133.00695999998 7021.4838 2796.6927 249.54 5176.8567 111466.0883139357 29752.066115702488  2330.709797852694  2330.709797852694 249.79431779468564  4.9053623721600115E8  1.215945841678678E7  69035.0  183406.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105699.28602 9100.16036 2582.47794 249.87 15248.917360000001 117750.70663756054 6148.760330578512  2815.5387057966614  2815.5387057966614 250.349123590417  5.079715745879066E8  9.92937269944245E7  69235.0  183935.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82730.70342 19695.8571 3034.7091 247.55 -238.0164 109249.08730040399 5950.413223140496  2313.189714016052  2313.189714016052 249.58928671972663  4.92609347699339E8  6307554.563444789  69436.0  184452.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74245.41876 12051.56372 2766.94065 246.55 6333.21971 106791.92595958925 6148.760330578512  2641.6207202362275  2641.6207202362275 249.3620453120863  5.101114744808183E8  5.964258360988943E7  69636.0  184980.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
95520.11798 10760.32475 2766.94065 248.93 34801.96462 127158.40954555065 11900.826446280991  2534.654587757599  2534.654587757599 251.1486275723709  5.111803623976039E8  3.5502863612254016E7  69836.0  185502.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
