observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52292.851129358016 3689.2561983471073  2371.7497922948774  2371.7497922948774 242.80763423478436  4.8042434871971893E8  3.1122997416483752E7  63826.0  170550.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127515.20227877126 55537.19008264461  2196.419807942421  2196.419807942421 251.17738031096553  4.339316698113609E8  3.979988796269481E7  63826.0  170550.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207373.20910600483 111074.38016528926  2384.5330874774245  2384.5330874774245 256.8995407682732  4.814087313836365E8  3.289576086800029E7  64026.0  171031.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216974.28839728714 128925.61983471068  2260.001474007193  2260.001474007193 257.50104050300706  4.6685268265883535E8  2.0592392722972415E7  64227.0  171523.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123447.74851465954 182479.3388429752  3217.0684696523613  3217.0684696523613 250.83990941718295  4.834806016567732E8  2.103880531807003E8  64427.0  172041.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123704.90280702848 17851.239669421488  3134.5697382095764  3134.5697382095764 250.8620626125972  4.68859315438021E8  2.0721572252295214E8  64627.0  172532.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119543.02503105115 6148.760330578512  2378.7349153988225  2378.7349153988225 250.50352731142755  4.855215629255749E8  2.7532359156338114E7  64828.0  173036.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113596.07688912493 6148.760330578512  3425.954441347693  3425.954441347693 249.9912126885876  4.86523465950545E8  2.523984507493232E8  65028.0  173525.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98201.15257661982 5950.413223140496  7361.8675893646205  7361.8675893646205 248.53755869419768  4.7189325756401515E8  1.1159402652546697E9  65228.0  174061.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98116.96626711726 3689.2561983471073  2420.7119711554583  2420.7119711554583 248.52922011362097  4.887045136911008E8  3.3403167577741172E7  65429.0  174588.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111262.88381372739 3966.9421487603304  2582.9974046295365  2582.9974046295365 249.77552518392005  4.7393019577320635E8  8.317977919440459E7  65629.0  175089.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155494.7582264176 61487.603305785095  2314.182771524999  2314.182771524999 253.33756068569053  4.907450948644576E8  8385993.538747007  65829.0  175583.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
