observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52294.925749592374 3689.2561983471073  2369.6751720605175  2369.6751720605175 242.80798736163274  4.799952271511372E8  3.110465758817314E7  63826.0  170498.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127519.18140345915 55537.19008264461  2194.51530348888  2194.51530348888 251.1777009753775  4.3354407613651055E8  3.9776711411239155E7  63826.0  170498.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207379.0492868851 111074.38016528926  2382.6720312850566  2382.6720312850566 256.89991953349016  4.810256761075388E8  3.2877416991743248E7  64026.0  170999.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216981.76607514502 128925.61983471068  2258.3639770295586  2258.3639770295586 257.5015061698309  4.665123924429296E8  2.0579501825101916E7  64227.0  171502.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123457.414349407 182479.3388429752  3214.880312762816  3214.880312762816 250.84074210453196  4.8316338063326895E8  2.1023332482176596E8  64427.0  172037.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123717.1892350265 17851.239669421488  3131.9491449590237  3131.9491449590237 250.86312105746268  4.686314546378232E8  2.0687836454375896E8  64627.0  172567.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119556.56436916758 6148.760330578512  2377.482005280393  2377.482005280393 250.504693691348  4.852740321139548E8  2.75096579021236E7  64828.0  173064.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113612.2385665547 6148.760330578512  3423.3321020343615  3423.3321020343615 249.99260497644337  4.863187473780766E8  2.5203757394543663E8  65028.0  173573.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98227.41898883074 5950.413223140496  7351.762854583456  7351.762854583456 248.54016035943252  4.7157249241552657E8  1.1140816056267688E9  65228.0  174046.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98145.0694610329 3689.2561983471073  2418.875189450746  2418.875189450746 248.53200371048266  4.883320161920982E8  3.3379501531366482E7  65429.0  174552.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111292.79220926805 3966.9421487603304  2581.1922030045016  2581.1922030045016 249.77829115039935  4.735986265706411E8  8.31219961543621E7  65629.0  175066.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155526.2370207945 61487.603305785095  2312.6123726887377  2312.6123726887377 253.33986025427677  4.9041180801536304E8  8380571.237461474  65829.0  175566.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183374.7740152107 85289.25619834714  2704.7886872368244  2704.7886872368244 255.31378128916683  4.914258582403452E8  9.195248938752763E7  66030.0  176061.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216189.3382774466 107107.4380165289  2142.0530012354225  2142.0530012354225 257.4521583184361  4.4483424633305466E8  1.7171287144680277E7  66230.0  176582.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226617.8000917365 182479.33884297524  2438.2092327352825  2438.2092327352825 258.0973963133383  4.9351952738462144E8  3.2362024870022323E7  66430.0  177083.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215118.43530433445 126942.14876033053  2434.8381270717737  2434.8381270717737 257.3854686327273  4.785688703905057E8  4.658558992441579E7  66631.0  177570.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125137.46724819115 152727.27272727274  3598.7833588705944  3598.7833588705944 250.98547443557814  4.955706155009122E8  2.8062765066080767E8  66831.0  178080.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122441.97134222051 11900.826446280991  3945.0755596896506  3945.0755596896506 250.75326424381637  4.8056513319743687E8  3.703226541324523E8  67031.0  178574.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126314.22322928025 53553.71900826446  4430.524524675812  4430.524524675812 251.08059740746882  4.976722434474535E8  4.579188859169033E8  67232.0  179105.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126058.30427037747 23801.652892561982  2524.9957463408095  2524.9957463408095 251.05997375053408  4.9866742463466734E8  4.593254845002482E7  67432.0  179591.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118736.34070384588 5950.413223140496  2859.152843391083  2859.152843391083 250.43403348585855  4.83611330905227E8  1.3306082143788342E8  67632.0  180109.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110833.42786305626 9917.355371900827  2658.612788888775  2658.612788888775 249.73580855110112  5.007586453935523E8  7.266032189364764E7  67833.0  180609.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107128.36282946527 3570.2479338842977  3288.5343997066893  3288.5343997066893 249.39315942194258  4.8559333421141636E8  2.2368934405121723E8  68033.0  181105.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111642.13069261682 13884.297520661159  2446.220846187268  2446.220846187268 249.81059841788743  5.029469827560095E8  2.466254249626655E7  68234.0  181674.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109981.59774999997 34924.93976 2520.99037 250.25 63885.585230000004 111592.11378173424 61487.603305785095  2447.998835097649  2447.998835097649 249.8059727903204  5.039567777362746E8  2.4036230425047982E7  68434.0  182167.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105483.08778999998 140842.23776 2332.56072 249.85 138676.28852 178434.11057623863 69421.48760330575  2412.8041221899816  2412.8041221899816 254.97836594766378  4.56130888707487E8  6.4271199853112064E7  68634.0  182675.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106774.32675999998 19860.485109999998 2582.47794 249.97 23734.20202 138317.18381282254 61487.603305785095  2363.525477631285  2363.525477631285 252.04466462268402  5.06060968990428E8  3712528.0015624585  68835.0  183189.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102133.00695999998 7021.4838 2796.6927 249.54 5176.8567 111410.5672593413 29752.066115702488  2331.4071377787745  2331.4071377787745 249.78918313690383  4.907052949793094E8  1.21408053840761E7  69035.0  183678.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105699.28602 9100.16036 2582.47794 249.87 15248.917360000001 117695.20948970482 6148.760330578512  2815.514799057973  2815.514799057973 250.34434265073267  5.0808740821473515E8  9.917273707801405E7  69235.0  184177.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82730.70342 19695.8571 3034.7091 247.55 -238.0164 109193.13878561286 5950.413223140496  2313.6410809514723  2313.6410809514723 249.5841125298819  4.927159201598346E8  6298334.512853835  69436.0  184690.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74245.41876 12051.56372 2766.94065 246.55 6333.21971 106736.1358195212 6148.760330578512  2641.462345513145  2641.462345513145 249.3568857689375  5.1016679233276224E8  5.9553106940029256E7  69636.0  185192.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
95520.11798 10760.32475 2766.94065 248.93 34801.96462 127102.60639833516 11900.826446280991  2534.6675949050427  2534.6675949050427 251.14413058250747  5.1123013757485235E8  3.545589386236859E7  69836.0  185709.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
94925.07697999998 3570.246 3034.7091 248.87 6009.914100000001 124861.74737255902 5950.413223140496  2300.3599026356324  2300.3599026356324 250.9617218618676  4.957782453790856E8  371477.99145446246  70037.0  186232.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82750.53811999998 11928.58858 2152.0649500000004 247.56 1906.1146700000002 110372.49408877555 13884.297520661159  2511.07043312228  2511.07043312228 249.6931808090979  5.133406486236543E8  2.825586387482528E7  70237.0  186737.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
