observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52290.716400223195 3689.2561983471073  2373.884521429698  2373.884521429698 242.80727087663374  4.809299548920801E8  3.1077817140306633E7  63826.0  170590.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127511.20529460062 55537.19008264461  2198.282062978254  2198.282062978254 251.17705820731732  4.343883463541381E8  3.974486914304349E7  63826.0  170590.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207366.73703228388 111074.38016528926  2387.0081770277325  2387.0081770277325 256.89912102161514  4.819924242398922E8  3.2845904040744606E7  64026.0  171108.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216965.37030037164 128925.61983471068  2262.4474972017833  2262.4474972017833 257.50048513515827  4.674052241111109E8  2.056741816576131E7  64227.0  171589.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123437.8106680093 182479.3388429752  3218.0882193871416  3218.0882193871416 250.83905329669275  4.840166703341393E8  2.1007192771666625E8  64427.0  172093.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123693.75499835589 17851.239669421488  3135.7797002319257  3135.7797002319257 250.86110225692246  4.6945563598458785E8  2.068803708456328E8  64627.0  172622.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119529.09253562466 6148.760330578512  2381.5196021527017  2381.5196021527017 250.50232706199384  4.86161819823585E8  2.7492713302289236E7  64828.0  173138.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113580.09329850285 6148.760330578512  3428.0055365432963  3428.0055365432963 249.9898236658192  4.8729248745838386E8  2.520718166751879E8  65028.0  173688.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98190.56442748201 5950.413223140496  7356.472147880346  7356.472147880346 248.53650994725456  4.7252158969623685E8  1.1141482253057415E9  65228.0  174167.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98103.72182846563 3689.2561983471073  2423.368260669268  2423.368260669268 248.5279082635168  4.893296267170238E8  3.335097242695853E7  65429.0  174680.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111247.62272269304 3966.9421487603304  2585.014057012256  2585.014057012256 249.7741138188008  4.745009394497373E8  8.304399420443334E7  65629.0  175162.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155476.76067199677 61487.603305785095  2316.9192349114655  2316.9192349114655 253.33624593995157  4.913490904560392E8  8372208.005445667  65829.0  175665.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183321.24592517587 85289.25619834714  2708.840428473923  2708.840428473923 255.31015226611362  4.923477537541737E8  9.190448768990152E7  66030.0  176151.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216132.1837567337 107107.4380165289  2145.6794319134715  2145.6794319134715 257.44859906319175  4.4563242672171956E8  1.7155268093323637E7  66230.0  176655.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226556.66161163646 182479.33884297524  2442.193192122412  2442.193192122412 258.09373181560994  4.9441710032426775E8  3.2323726318514187E7  66430.0  177164.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215053.4258545879 126942.14876033053  2438.7090967182344  2438.7090967182344 257.38142021762286  4.79436510506305E8  4.655285417164969E7  66631.0  177651.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125068.9061062368 152727.27272727274  3602.335051078441  3602.335051078441 250.97956806566478  4.964936674384331E8  2.8047064020417637E8  66831.0  178175.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122369.46433617653 11900.826446280991  3949.0214237792707  3949.0214237792707 250.74701794763754  4.814935413415016E8  3.702453038486556E8  67031.0  178688.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126238.03118866232 53553.71900826446  4434.209559249764  4434.209559249764 251.07445734456138  4.9856162788128716E8  4.578243027149779E8  67232.0  179184.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 125977.86005012193 23801.652892561982  2529.2479259784172  2529.2479259784172 251.05349101862535  4.996206152802155E8  4.589648288064054E7  67432.0  179701.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118651.96604316951 5950.413223140496  2863.0832838119195  2863.0832838119195 250.42676482108627  4.844894777054623E8  1.3303040586669783E8  67632.0  180196.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110744.99585450129 9917.355371900827  2662.6701367673663  2662.6701367673663 249.72763024641645  5.0168203920670813E8  7.261203115686785E7  67833.0  180703.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107035.89822056532 3570.2479338842977  3292.567000051687  3292.567000051687 249.38460817724638  4.8649483472513795E8  2.236576089786842E8  68033.0  181208.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111545.64754082987 13884.297520661159  2450.2393890742587  2450.2393890742587 249.8016755332313  5.038211013703185E8  2.465515736110449E7  68234.0  181747.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109981.59774999997 34924.93976 2520.99037 250.25 63885.585230000004 111491.51821650579 61487.603305785095  2452.111248539139  2452.111248539139 249.79666958443593  5.048686469120491E8  2.4011341060152374E7  68434.0  182255.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105483.08778999998 140842.23776 2332.56072 249.85 138676.28852 178329.83730275565 69421.48760330575  2416.48183044451  2416.48183044451 254.97100877039128  4.569840154981407E8  6.421129412802263E7  68634.0  182780.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106774.32675999998 19860.485109999998 2582.47794 249.97 23734.20202 138208.46455182545 61487.603305785095  2367.9714651453787  2367.9714651453787 252.03638944678227  5.070242140284923E8  3708209.204845082  68835.0  183304.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102133.00695999998 7021.4838 2796.6927 249.54 5176.8567 111297.41196268989 29752.066115702488  2335.8431734331043  2335.8431734331043 249.77871839107462  4.916705382135668E8  1.213234193902972E7  69035.0  183810.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105699.28602 9100.16036 2582.47794 249.87 15248.917360000001 117577.6726730968 6148.760330578512  2819.8963190145823  2819.8963190145823 250.33421714964652  5.091235888683543E8  9.90815780759723E7  69235.0  184330.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82730.70342 19695.8571 3034.7091 247.55 -238.0164 109070.92829200503 5950.413223140496  2318.3147579512784  2318.3147579512784 249.572810347915  4.937290635341975E8  6293226.249830467  69436.0  184847.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74245.41876 12051.56372 2766.94065 246.55 6333.21971 106609.36206010592 6148.760330578512  2646.0256113205915  2646.0256113205915 249.34516157034182  5.1119471563604516E8  5.950940487335674E7  69636.0  185337.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
95520.11798 10760.32475 2766.94065 248.93 34801.96462 126971.3655417572 11900.826446280991  2539.134692067739  2539.134692067739 251.1335543187813  5.122234931804349E8  3.5426017501476705E7  69836.0  185839.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
94925.07697999998 3570.246 3034.7091 248.87 6009.914100000001 124726.03288812525 5950.413223140496  2304.833530491455  2304.833530491455 250.95003040042428  4.9674347146116316E8  371139.7169631074  70037.0  186364.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82750.53811999998 11928.58858 2152.0649500000004 247.56 1906.1146700000002 112215.53963645548 11900.826446280993  2515.7814753887465  2515.7814753887465 249.8636280067008  5.143789436553511E8  2.8233663026729356E7  70237.0  186890.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
