observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52297.43970556397 3689.2561983471073  2367.1612160889213  2367.1612160889213 242.80841526903217  4.794103404415022E8  3.1147325422217105E7  63826.0  170076.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127523.84545990723 55537.19008264461  2192.3652030124017  2192.3652030124017 251.17807683615982  4.3301579136650765E8  3.984125493996087E7  63826.0  170076.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207386.0321192297 111074.38016528926  2380.353255388564  2380.353255388564 256.9003724054238  4.80497532520687E8  3.290543882882026E7  64026.0  170604.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216990.7827332067 128925.61983471068  2256.3301513124998  2256.3301513124998 257.50206767550173  4.6602691855003077E8  2.0626313026254028E7  64227.0  171122.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123467.21666072344 182479.3388429752  3214.0946595080836  3214.0946595080836 250.8415865489941  4.826411378050415E8  2.1058611518973064E8  64427.0  171648.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123734.1041797503 17851.239669421488  3124.836511551648  3124.836511551648 250.86457823740096  4.680477751656782E8  2.0592796619900382E8  64627.0  172141.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119575.77761237929 6148.760330578512  2375.183706792491  2375.183706792491 250.50634886391964  4.847205931188376E8  2.756739178705279E7  64828.0  172661.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113639.34901459211 6148.760330578512  3415.4348972086527  3415.4348972086527 249.99494047334528  4.857580272158141E8  2.508949971648157E8  65028.0  173166.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98280.16764117205 5950.413223140496  7326.124650279549  7326.124650279549 248.5453850674695  4.710775135409442E8  1.1090468463249493E9  65228.0  173664.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98199.79115033586 3689.2561983471073  2416.902152489092  2416.902152489092 248.53742384611093  4.8783765724374837E8  3.3448308920751035E7  65429.0  174180.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111349.14532377075 3966.9421487603304  2579.5607778047647  2579.5607778047647 249.78350275814026  4.731212664120516E8  8.324748478162299E7  65629.0  174694.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155584.67302614357 61487.603305785095  2310.529481842358  2310.529481842358 253.34412908365428  4.8995300045169127E8  8390133.569522405  65829.0  175212.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183437.20202988165 85289.25619834714  2700.7966779149697  2700.7966779149697 255.31801369694114  4.9098092156744474E8  9.153641543402489E7  66030.0  175715.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216253.50649243078 107107.4380165289  2140.3128009221305  2140.3128009221305 257.45615434627166  4.444335126022738E8  1.7196688344645932E7  66230.0  176237.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226683.98332857894 182479.33884297524  2436.194210877019  2436.194210877019 258.10136318200546  4.9306081328295E8  3.2386131962412056E7  66430.0  176727.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215185.87707828713 126942.14876033053  2433.579589961473  2433.579589961473 257.38966851901154  4.78196422295031E8  4.668659230462814E7  66631.0  177253.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
