observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52298.10382698127 3689.2561983471073  2366.497094671622  2366.497094671622 242.80852831097553  4.792800748754185E8  3.1134350942633435E7  63826.0  170257.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127525.15725925726 55537.19008264461  2191.717525079678  2191.717525079678 251.17818254970243  4.3289813214554006E8  3.98192207039349E7  63826.0  170257.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207388.10486483527 111074.38016528926  2379.592309132994  2379.592309132994 256.9005068334415  4.803360576388294E8  3.290279014298443E7  64026.0  170773.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216993.71281837378 128925.61983471068  2255.472811751017  2255.472811751017 257.502250144375  4.6585979566575176E8  2.0608521895219274E7  64227.0  171288.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123471.50517400152 182479.3388429752  3212.7362313970684  3212.7362313970684 250.84195599362522  4.8245977801637864E8  2.1047448442037934E8  64427.0  171809.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123735.96487047056 17851.239669421488  3127.2643341094786  3127.2643341094786 250.86473853122592  4.679012282504968E8  2.0659815443182915E8  64627.0  172314.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119578.40924972924 6148.760330578512  2374.412760162794  2374.412760162794 250.50657557285743  4.845765827052938E8  2.754512171699168E7  64828.0  172839.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113638.96265375719 6148.760330578512  3418.4528953935364  3418.4528953935364 249.99490718933126  4.8560196891105914E8  2.5170198794446948E8  65028.0  173340.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98263.5729144598 5950.413223140496  7342.333016156895  7342.333016156895 248.54374137425316  4.70932829780852E8  1.1126874075071228E9  65228.0  173843.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98184.08730938632 3689.2561983471073  2416.011266726378  2416.011266726378 248.53586839435283  4.876734526627661E8  3.3420364123628996E7  65429.0  174350.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111334.2918844597 3966.9421487603304  2578.7103761662693  2578.7103761662693 249.78212909317116  4.7298010911342794E8  8.320522446059956E7  65629.0  174870.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155570.52737337435 61487.603305785095  2309.821695300549  2309.821695300549 253.3430957245507  4.898032709916492E8  8387205.1361058215  65829.0  175385.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183421.8791139686 85289.25619834714  2701.9739410587526  2701.9739410587526 255.3169748551843  4.909091430798993E8  9.186211018155369E7  66030.0  175926.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216238.20636591176 107107.4380165289  2140.2900115281527  2140.2900115281527 257.4552015422787  4.44439903751792E8  1.718538189838883E7  66230.0  176488.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226668.56821649798 182479.33884297524  2436.3091964389405  2436.3091964389405 258.1004392361843  4.9309328090430176E8  3.237846483190742E7  66430.0  176993.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
