observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52293.24281635497 3689.2561983471073  2371.358105297924  2371.358105297924 242.80770090491148  4.8034353716835773E8  3.1119328537206568E7  63826.0  170368.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127515.96585929918 55537.19008264461  2196.0479144114543  2196.0479144114543 251.1774418453783  4.3385867873270285E8  3.9792667735148676E7  63826.0  170368.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207373.95320122034 111074.38016528926  2384.552572789833  2384.552572789833 256.8995890266048  4.8141323625442237E8  3.2895458657994553E7  64026.0  170888.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216974.8395416832 128925.61983471068  2260.1944248266814  2260.1944248266814 257.5010748251142  4.669035955578089E8  2.0583096136127606E7  64227.0  171400.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123448.45486784824 182479.3388429752  3216.9132608597483  3216.9132608597483 250.83997026773332  4.8350854435700375E8  2.1032663450159445E8  64427.0  171907.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123707.31349615747 17851.239669421488  3132.865402269297  3132.865402269297 250.86227028740157  4.689048498110709E8  2.0680259097332472E8  64627.0  172409.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119545.33404161692 6148.760330578512  2378.836593962034  2378.836593962034 250.50372622687948  4.8555528724725705E8  2.7520565225182395E7  64828.0  172905.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113599.53876744716 6148.760330578512  3424.8015735912427  3424.8015735912427 249.9915109206967  4.8667247131826955E8  2.5200079080464056E8  65028.0  173450.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98213.35522718732 5950.413223140496  7353.126817119334  7353.126817119334 248.53876735610015  4.7192711919135153E8  1.114021163093179E9  65228.0  173932.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98128.97598085283 3689.2561983471073  2420.9049079873766  2420.9049079873766 248.5304096652984  4.887609008247981E8  3.338839373928566E7  65429.0  174469.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111274.57675213307 3966.9421487603304  2583.3141799594246  2583.3141799594246 249.77660656174356  4.7401968953079635E8  8.315860865533482E7  65629.0  174986.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155506.1230182681 61487.603305785095  2314.5109180801774  2314.5109180801774 253.33839089913567  4.9081705479289955E8  8384809.414727564  65829.0  175472.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183352.41270077613 85289.25619834714  2707.0359991450046  2707.0359991450046 255.31226526784923  4.9188177175318855E8  9.198128401983103E7  66030.0  175990.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216165.03202933734 107107.4380165289  2143.9979349100736  2143.9979349100736 257.45064466492323  4.4524561243475467E8  1.717941118604183E7  66230.0  176509.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226591.26791984122 182479.33884297524  2440.4351565212996  2440.4351565212996 258.0958060369121  4.939780995301953E8  3.2383547804101437E7  66430.0  177013.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215089.61836983677 126942.14876033053  2437.1228896741104  2437.1228896741104 257.38367407957634  4.7904689184435076E8  4.6600354113289654E7  66631.0  177517.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125105.74142866989 152727.27272727274  3601.692243894179  3601.692243894179 250.9827413360329  4.960806827241611E8  2.807449820016292E8  66831.0  178035.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122406.6798155275 11900.826446280991  3948.641266861397  3948.641266861397 250.75022396756785  4.8110563921095675E8  3.705512123966012E8  67031.0  178550.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126274.8140644592 53553.71900826446  4434.642162803858  4434.642162803858 251.07742155407038  4.9824284607470036E8  4.582363899793251E8  67232.0  179085.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126015.49935889493 23801.652892561982  2528.3914930023234  2528.3914930023234 251.05652424521676  4.993738066010726E8  4.595857308000618E7  67432.0  179636.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
