observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52300.22285623728 3689.2561983471073  2364.378065415617  2364.378065415617 242.80888899680636  4.7882628537088674E8  3.113110075612758E7  63826.0  169845.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127529.16741915581 55537.19008264461  2189.826394437108  2189.826394437108 251.17850571513867  4.324882577543523E8  3.982120937945544E7  63826.0  169845.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207394.02145002777 111074.38016528926  2377.685883839063  2377.685883839063 256.9008905538639  4.7993963959713846E8  3.2888023664770536E7  64026.0  170389.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 217001.57084093592 128925.61983471068  2253.5313743813717  2253.5313743813717 257.50273949688227  4.654316536161476E8  2.061792789712794E7  64227.0  170881.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123481.63099918481 182479.3388429752  3210.468428775886  3210.468428775886 250.8428283079932  4.8195002789147985E8  2.1049510689101017E8  64427.0  171370.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123751.94787685732 17851.239669421488  3121.407152906015  3121.407152906015 250.8661154270208  4.673706969624691E8  2.058653882547487E8  64627.0  171857.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119596.81663186524 6148.760330578512  2371.9883844135657  2371.9883844135657 250.50816132252456  4.84042396839993E8  2.7556409684479516E7  64828.0  172391.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113663.74163274665 6148.760330578512  3412.081298540068  3412.081298540068 249.9970418360395  4.8510480273254406E8  2.5082490567922628E8  65028.0  172905.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98307.13448475003 5950.413223140496  7323.550424856125  7323.550424856125 248.54805610982072  4.7051093934137285E8  1.1090582025213764E9  65228.0  173436.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98229.7729703234 3689.2561983471073  2413.8871760795178  2413.8871760795178 248.54039351924754  4.8719664441677344E8  3.3439041019979045E7  65429.0  173923.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111382.17531893704 3966.9421487603304  2576.5126026260355  2576.5126026260355 249.7865574141253  4.724840734041009E8  8.322723663439268E7  65629.0  174431.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155620.63659421518 61487.603305785095  2307.5959089370485  2307.5959089370485 253.34675627103624  4.89322469692604E8  8387940.995279807  65829.0  174963.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183475.70967552546 85289.25619834714  2698.2526003427743  2698.2526003427743 255.32062438478138  4.9041900519625956E8  9.154961619672981E7  66030.0  175498.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216294.46891982396 107107.4380165289  2137.858019172784  2137.858019172784 257.45870525095427  4.4390878915653634E8  1.7191955819391824E7  66230.0  176010.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226727.30808653342 182479.33884297524  2433.8318803157194  2433.8318803157194 258.10395996682655  4.925569118284369E8  3.2380517643690404E7  66430.0  176540.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215231.9593476029 126942.14876033053  2430.822078600198  2430.822078600198 257.3925382580398  4.776137964109053E8  4.6674468429155305E7  66631.0  177017.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125260.40661793892 152727.27272727274  3589.368032391295  3589.368032391295 250.99567383495358  4.94661728555338E8  2.795058068399509E8  66831.0  177566.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122575.02702960477 11900.826446280991  3934.9592420531576  3934.9592420531576 250.76472665658207  4.7969821121722066E8  3.690076531052676E8  67031.0  178069.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126458.15150528344 53553.71900826446  4419.651936056864  4419.651936056864 251.09219610808958  4.968076655856115E8  4.564384255830129E8  67232.0  178615.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 126206.10156809655 23801.652892561982  2521.1267246249195  2521.1267246249195 251.07188424273482  4.977682934194146E8  4.599719543877054E7  67432.0  179081.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118890.48143141011 5950.413223140496  2852.8094135459355  2852.8094135459355 250.44731232179618  4.827233649462141E8  1.3258061411267279E8  67632.0  179590.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110991.06423934016 9917.355371900827  2655.117140169102  2655.117140169102 249.7503869637788  4.9988197273118824E8  7.278304073196666E7  67833.0  180110.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107293.43859390181 3570.2479338842977  3281.0950115540595  3281.0950115540595 249.40842583870358  4.8474744238139284E8  2.2293068245036927E8  68033.0  180607.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111812.05342505674 13884.297520661159  2441.3738781838797  2441.3738781838797 249.82631308841735  5.0199312443144655E8  2.457098969567111E7  68234.0  181139.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109981.59774999997 34924.93976 2520.99037 250.25 63885.585230000004 111766.14028543307 61487.603305785095  2443.8950638387296  2443.8950638387296 249.82206698283852  5.030467363865415E8  2.406115594027961E7  68434.0  181654.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105483.08778999998 140842.23776 2332.56072 249.85 138676.28852 178611.4000202862 69421.48760330575  2409.5411818412226  2409.5411818412226 254.99084067934146  4.553466118281509E8  6.435171426921108E7  68634.0  182184.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106774.32675999998 19860.485109999998 2582.47794 249.97 23734.20202 138498.6861623848 61487.603305785095  2359.3125721165984  2359.3125721165984 252.05847968963198  5.0514941314606273E8  3715429.5508636804  68835.0  182678.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102133.00695999998 7021.4838 2796.6927 249.54 5176.8567 111595.81258218497 29752.066115702488  2327.6641644973793  2327.6641644973793 249.80631486009295  4.898757814896034E8  1.2163021217430465E7  69035.0  183192.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105699.28602 9100.16036 2582.47794 249.87 15248.917360000001 117883.84832449922 6148.760330578512  2812.1212871072385  2812.1212871072385 250.360593411828  5.072204258426166E8  9.9307794844039E7  69235.0  183687.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82730.70342 19695.8571 3034.7091 247.55 -238.0164 109385.60031784429 5950.413223140496  2309.8183835144428  2309.8183835144428 249.6019116172981  4.9188114176126933E8  6308620.068470146  69436.0  184203.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74245.41876 12051.56372 2766.94065 246.55 6333.21971 106931.87139598727 6148.760330578512  2638.1883012785115  2638.1883012785115 249.3749876441309  5.0936285491375786E8  5.965088697059246E7  69636.0  184733.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
95520.11798 10760.32475 2766.94065 248.93 34801.96462 127301.77232923196 11900.826446280991  2531.2372404743196  2531.2372404743196 251.16018070184802  5.104425789622224E8  3.5503581553092234E7  69836.0  185259.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
94925.07697999998 3570.246 3034.7091 248.87 6009.914100000001 125064.47200103746 5950.413223140496  2296.8012050539946  2296.8012050539946 250.97918607865586  4.950101881732701E8  371982.77268363984  70037.0  185779.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82750.53811999998 11928.58858 2152.0649500000004 247.56 1906.1146700000002 110578.26072342636 13884.297520661159  2508.0284269499043  2508.0284269499043 249.71221036931715  5.1263954391290486E8  2.8300857983406153E7  70237.0  186328.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
167841.40111999997 65097.485400000005 2439.6681 254.71 152628.0165 180566.7324636195 79338.84297520661  3300.701784600383  3300.701784600383 255.12340559075386  4.971320667138469E8  2.1477491596343583E8  70437.0  186846.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
107399.11980999997 103545.06788 2520.99037 250.04 45623.77694 160230.89362120238 63471.07438016526  2488.541402252118  2488.541402252118 253.68354179422911  5.1470438790323526E8  2.2032983892170813E7  70638.0  187333.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113301.92652999997 12297.514000000001 2705.45308 250.55 20905.773800000003 117141.2070143772 61487.603305785095  2507.8571010402857  2507.8571010402857 250.29661673108006  5.157485619366341E8  2.515488778418738E7  70838.0  187841.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108081.43348999997 27990.72864 2388.09788 250.1 25158.33348 112087.70090804617 27768.59504132232  2443.244545008721  2443.244545008721 249.8518053184173  4.6677365520168906E8  6.019393093284072E7  71038.0  188346.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
110848.37413999997 63209.22196 2889.91579 250.34 68866.07840000001 116476.96216631649 61487.603305785095  2989.2138359447986  2989.2138359447986 250.2393937083319  5.1776844938220286E8  1.2695571577997985E8  71239.0  188827.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
107397.13633999997 8271.0699 3153.7173000000003 250.04 7973.549400000001 111999.58815332872 9917.355371900827  2533.56804108693  2533.56804108693 249.84365653873382  5.0203562003167117E8  4.441325576607015E7  71439.0  189315.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102047.71774999998 10944.78746 3566.2790600000003 249.55 9161.647930000001 110302.27677586328 6148.760330578512  4710.198976886924  4710.198976886924 249.68668702264526  5.198375911503539E8  4.9607470880128384E8  71639.0  189835.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83839.46314999998 11722.307700000001 3391.7336999999998 247.69 -3094.2132 97635.87545138352 5950.413223140496  3621.7749013392777  3621.7749013392777 248.48156848765683  5.0409282119802654E8  2.770643417970138E8  71840.0  190352.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68897.98363999999 12666.43942 3750.74177 245.88 1475.70168 90176.72327717248 6148.760330578512  2786.093523632517  2786.093523632517 247.72169854655766  5.219060166401271E8  7.900844437569238E7  72040.0  190846.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
100810.03247 8362.309519999999 3320.3287800000003 249.43 43594.687130000006 121072.37527196671 5950.413223140496  6748.621912065276  6748.621912065276 250.63527698759188  5.2296406887927866E8  9.326024670223895E8  72240.0  191361.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
89087.72477 7616.5248 2856.1967999999997 248.26 -1249.5861 111467.14011382649 5950.413223140496  2405.235834999727  2405.235834999727 249.794415066478  5.071039417618825E8  1.1665791969111625E7  72441.0  191870.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
73223.93171 10637.34961 2889.91579 246.43 -2336.5276599999997 102822.61093401839 3689.2561983471073  2618.7453214609945  2618.7453214609945 248.99495800740021  5.250258368663119E8  3.979437467225662E7  72641.0  192367.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
69415.66931 5057.8485 2499.1722 245.95 3748.7583000000004 100508.60955264376 3570.2479338842977  2492.5117474903395  2492.5117474903395 248.76611029641876  5.0912957276068014E8  2.8464137075042006E7  72842.0  192892.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
100712.84244 3566.2790600000003 2643.96551 249.42 37507.4177 111548.54404066876 23801.65289256199  2665.830319413  2665.830319413 249.80194340522232  5.271680788204039E8  4.780759086305941E7  73042.0  193414.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
137851.33471999998 78150.70147 2705.45308 252.52 117994.64683 158800.0590272251 65454.54545454542  5288.586388898456  5288.586388898456 253.57901738821135  5.2818943279222655E8  6.124715006850691E8  73242.0  193913.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
149625.21263999998 91580.77683999999 2610.24652 253.4 105964.90127999999 184796.3316779003 77355.37190082645  2613.256728498443  2613.256728498443 255.41015807985764  4.779845242433634E8  8.565188823950371E7  73443.0  194406.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
117159.77567999996 169398.25535 2889.91579 250.88 139822.73418 208994.8535330659 113057.85123966941  2566.361085165224  2566.361085165224 257.0041271349524  5.3023377100884223E8  2.328802400055657E7  73643.0  194910.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
120730.02167999995 99371.84700000001 2737.1886 251.17 105679.2816 205742.2816042531 105123.96694214878  3807.886586664288  3807.886586664288 256.7937668852878  5.141288558906988E8  3.071695306944984E8  73843.0  195412.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
118024.56859999994 18261.80829 3197.35364 250.95 18753.70885 126456.45226899027 95206.61157024793  2832.92661501492  2832.92661501492 251.09205917229352  5.323754675054506E8  7.864011955915685E7  74044.0  195953.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
112431.18319999994 8449.5822 3272.7255 250.47 6128.9223 124033.93448951154 5950.413223140496  2601.0268563382215  2601.0268563382215 250.89040786436178  5.1624332486457664E8  4.4755305729043745E7  74244.0  196476.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
100195.15676999993 9960.98634 4181.154759999999 249.37 1906.1146700000002 114272.6712395883 6148.760330578512  5518.617589344715  5518.617589344715 250.04949958990252  5.3443753880856323E8  6.558373339211841E8  74444.0  196957.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82794.17445999992 11436.688020000001 3812.2293400000003 247.56 -2152.0649500000004 102232.08494417074 6148.760330578512  3739.7610148390363  3739.7610148390363 248.93681903171264  5.354939562948839E8  2.711108670893834E8  74645.0  197472.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
