observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population inflow deficit
18079.498770000002 38614.19396 1660.1643900000001 233.6 50173.85712 52291.46531184683 3689.2561983471073  2373.1356098060664  2373.1356098060664 242.80739835095267  4.807467646058865E8  3.1099479530586973E7  63826.0  170621.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
65841.45637000001 83472.35148000001 1721.6519600000001 245.3 132955.96104000002 127512.63101966023 55537.19008264461  2197.6052495422414  2197.6052495422414 251.1771731017536  4.3422288416015476E8  3.976435383208605E7  63826.0  170621.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102733.99837000004 154395.28827 2029.08981 249.5 193316.92008 207368.82666673203 111074.38016528926  2386.3442676391946  2386.3442676391946 256.8992565449596  4.8181630549597055E8  3.2878828470121853E7  64026.0  171144.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
88750.53487 152866.03290000002 1904.1312 248.1 140786.70059999998 216968.1853886463 128925.61983471068  2261.7220433752623  2261.7220433752623 257.50066044268567  4.672523632944022E8  2.056381054683863E7  64227.0  171637.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
90656.64954000001 88234.66295 2029.08981 248.3 92169.86743000001 123440.80374299626 182479.3388429752  3217.9102326748357  3217.9102326748357 250.83931114257376  4.83895889154676E8  2.1015432009533477E8  64427.0  172159.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
75780.62454 33857.8329 2261.1558 246.6 21242.9637 123697.10454201906 17851.239669421488  3135.4232315557215  3135.4232315557215 250.86139081168326  4.6920818125477797E8  2.0705094115623805E8  64627.0  172623.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74181.94772000001 3689.2542 2275.04009 246.4 4365.61747 119533.69432657484 6148.760330578512  2380.267354865701  2380.267354865701 250.50272349470836  4.8588661441320217E8  2.749782960864141E7  64828.0  173129.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
71783.93249 3689.2542 2336.5276599999997 246.1 3627.76663 113585.56895843499 6148.760330578512  3427.131667561336  3427.131667561336 249.99030745679144  4.8690335297555864E8  2.5227247201909631E8  65028.0  173625.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3867.7665000000006 2201.6517 245.0 -2082.6435 98191.39198976666 5950.413223140496  7361.120245527819  7361.120245527819 248.53659191657752  4.722258649500942E8  1.1154464681184833E9  65228.0  174143.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
63631.87079 3935.2044800000003 2090.5773799999997 244.91 6025.78186 98106.33941346782 3689.2561983471073  2421.5782379517277  2421.5782379517277 248.5281675330297  4.88928934665667E8  3.336558607592065E7  65429.0  174614.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
77555.83019000001 3570.246 2201.6517 246.75 19695.8571 111251.48101168875 3966.9421487603304  2583.773353018729  2583.773353018729 249.77447063827697  4.7416553834822315E8  8.311179590008317E7  65629.0  175122.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
121027.54218000002 62471.371119999996 2090.5773799999997 251.06 108033.66049000001 155482.33976480356 61487.603305785095  2315.1984311003757  2315.1984311003757 253.33665350024134  4.909693540835152E8  8380795.3530379115  65829.0  175609.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113341.59593 121130.5129 2398.0152300000004 250.3 115842.58188 183327.7589744889 85289.25619834714  2707.906471967661  2707.906471967661 255.3105938287789  4.920108476830598E8  9.203995473329075E7  66030.0  176118.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
154661.24297 98522.92184 2221.4864000000002 253.75 142064.05528 216139.7465929302 107107.4380165289  2144.6296450300215  2144.6296450300215 257.4490700331878  4.453923217555799E8  1.7168951328147568E7  66230.0  176658.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142240.75383 205368.48380000002 2398.0152300000004 252.84 195346.00989000002 226565.1316306415 182479.33884297524  2441.286009313891  2441.286009313891 258.09423948877014  4.9418003153160983E8  3.2365130728850875E7  66430.0  177176.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109513.49882999997 148284.2172 2320.6599 250.2 117877.6221 215062.63948836224 126942.14876033053  2437.965481948943  2437.965481948943 257.3819939898096  4.7926858674103147E8  4.656039248521629E7  66631.0  177694.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
142655.29906 30743.785 2459.5028 252.87 66345.08803 125077.08063418607 152727.27272727274  3603.3741569034696  3603.3741569034696 250.98027228068452  4.9628825773528117E8  2.809001679103676E8  66831.0  178202.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108916.47435999998 44390.058600000004 2499.1722 250.15 13150.4061 122375.71097206873 11900.826446280991  3950.949315836348  3950.949315836348 250.7475560796062  4.813442836761715E8  3.708103760609511E8  67031.0  178738.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
133450.01479 34801.96462 2520.99037 252.17 61856.49542000001 126241.2216600609 53553.71900826446  4437.265723743393  4437.265723743393 251.07471445403021  4.984879603757391E8  4.5855713453927535E8  67232.0  179276.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
101845.40380999997 55031.37515 2643.96551 249.5 26070.729680000004 125981.43906907318 23801.652892561982  2528.8593784257564  2528.8593784257564 251.05377943984794  4.995119948288909E8  4.592130002774201E7  67432.0  179775.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
85124.75170999997 15590.0742 2618.1804 247.8 1487.6025 118654.13435932879 5950.413223140496  2864.4939866038967  2864.4939866038967 250.42695161606898  4.8449752874215734E8  1.3332662017526403E8  67632.0  180325.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
76455.00433999997 10514.37447 2828.4282200000002 246.8 4673.0553199999995 110747.01763089464 9917.355371900827  2662.816676533294  2662.816676533294 249.7278172228701  5.017132437600227E8  7.261243281624585E7  67833.0  180843.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68600.46313999998 8509.0863 2499.1722 245.81 3153.7173000000003 107035.25283925858 3570.2479338842977  3295.2341577517686  3295.2341577517686 249.38454849156187  4.8656477651565295E8  2.2416292915200192E8  68033.0  181364.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83541.94264999998 3566.2790600000003 2336.5276599999997 247.63 20844.28623 111544.97286023748 13884.297520661159  2450.2686883599154  2450.2686883599154 249.80161313791154  5.0377496827752024E8  2.4707609826997783E7  68234.0  181846.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
109981.59774999997 34924.93976 2520.99037 250.25 63885.585230000004 111491.15065912162 61487.603305785095  2451.804125330932  2451.804125330932 249.7966355922613  5.04781729005698E8  2.4032017551570855E7  68434.0  182337.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105483.08778999998 140842.23776 2332.56072 249.85 138676.28852 178329.85984516516 69421.48760330575  2416.091730650845  2416.091730650845 254.97101036090913  4.568548812407099E8  6.425629028840518E7  68634.0  182836.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
106774.32675999998 19860.485109999998 2582.47794 249.97 23734.20202 138209.16566898642 61487.603305785095  2367.292890393918  2367.292890393918 252.03644281237527  5.068736073067262E8  3712458.5349637885  68835.0  183357.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102133.00695999998 7021.4838 2796.6927 249.54 5176.8567 111298.65498429215 29752.066115702488  2335.3012689918037  2335.3012689918037 249.7788333472942  4.9155251234934705E8  1.2133487945299951E7  69035.0  183875.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
105699.28602 9100.16036 2582.47794 249.87 15248.917360000001 117579.17215326671 6148.760330578512  2819.639860446935  2819.639860446935 250.3343463260912  5.090103838452473E8  9.91394692122293E7  69235.0  184399.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82730.70342 19695.8571 3034.7091 247.55 -238.0164 109073.10255697255 5950.413223140496  2317.639973153686  2317.639973153686 249.57301142670605  4.9358097454066646E8  6295775.282292775  69436.0  184898.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
74245.41876 12051.56372 2766.94065 246.55 6333.21971 106611.86341689112 6148.760330578512  2645.698519502905  2645.698519502905 249.3453928990004  5.1110442426482713E8  5.952914792964624E7  69636.0  185419.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
95520.11798 10760.32475 2766.94065 248.93 34801.96462 126974.17977739057 11900.826446280991  2538.8218132195675  2538.8218132195675 251.1337811086623  5.121381610044237E8  3.5443866865862146E7  69836.0  185924.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
94925.07697999998 3570.246 3034.7091 248.87 6009.914100000001 124729.23280644926 5950.413223140496  2304.447847800828  2304.447847800828 250.95030606533848  4.9666007157211703E8  371354.2053063517  70037.0  186449.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
82750.53811999998 11928.58858 2152.0649500000004 247.56 1906.1146700000002 112219.28444190114 11900.826446280993  2515.2365882671065  2515.2365882671065 249.86397433107382  5.1425471625016075E8  2.8240367258998938E7  70237.0  186957.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
167841.40111999997 65097.485400000005 2439.6681 254.71 152628.0165 180218.66431276096 81322.31404958678  3306.3225795535236  3306.3225795535236 255.09980775001767  4.9867444172850597E8  2.1444485379510665E8  70437.0  187464.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
107399.11980999997 103545.06788 2520.99037 250.04 45623.77694 159875.15882974182 63471.07438016526  2496.2080428541667  2496.2080428541667 253.65755488565577  5.163864889997409E8  2.200445083497098E7  70638.0  187996.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
113301.92652999997 12297.514000000001 2705.45308 250.55 20905.773800000003 116777.96476192938 61487.603305785095  2515.3645620275324  2515.3645620275324 250.26532432476992  5.174004496788824E8  2.51222356614415E7  70838.0  188490.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
108081.43348999997 27990.72864 2388.09788 250.1 25158.33348 111717.99462976647 27768.59504132232  2449.7085708406125  2449.7085708406125 249.8176144113351  4.682617302321775E8  6.010003975361255E7  71038.0  188991.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
110848.37413999997 63209.22196 2889.91579 250.34 68866.07840000001 116100.03801164012 61487.603305785095  2996.4317123414676  2996.4317123414676 250.2069226405617  5.1943748669424057E8  1.2684345546332036E8  71239.0  189482.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
107397.13633999997 8271.0699 3153.7173000000003 250.04 7973.549400000001 111615.58688356189 9917.355371900827  2540.6451561773924  2540.6451561773924 249.8081436126479  5.0366858935112005E8  4.430670354787091E7  71439.0  189980.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
102047.71774999998 10944.78746 3566.2790600000003 249.55 9161.647930000001 109900.0521140142 6148.760330578512  4728.422368969187  4728.422368969187 249.64948877406957  5.215366462049102E8  4.983061391156207E8  71639.0  190507.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
83839.46314999998 11722.307700000001 3391.7336999999998 247.69 -3094.2132 97220.64144925526 5950.413223140496  3634.784241618437  3634.784241618437 248.4404399216774  5.0570732860510445E8  2.7825573470724344E8  71840.0  191007.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
68897.98363999999 12666.43942 3750.74177 245.88 1475.70168 89754.36172990745 6148.760330578512  2793.221068769293  2793.221068769293 247.6763028514518  5.2360982898359144E8  7.884192606341112E7  72040.0  191517.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
100810.03247 8362.309519999999 3320.3287800000003 249.43 43594.687130000006 120622.28701727986 5950.413223140496  6776.348619487107  6776.348619487107 250.59650301665056  5.2462913686712134E8  9.369175929170662E8  72240.0  192013.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
89087.72477 7616.5248 2856.1967999999997 248.26 -1249.5861 111009.45357163355 5950.413223140496  2412.8341225058107  2412.8341225058107 249.7520876326305  5.086905211728605E8  1.1718037961015968E7  72441.0  192509.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
73223.93171 10637.34961 2889.91579 246.43 -2336.5276599999997 102356.55787386623 3689.2561983471073  2627.111839420225  2627.111839420225 248.94914796690432  5.2666445631614834E8  3.996027527438309E7  72641.0  193007.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
69415.66931 5057.8485 2499.1722 245.95 3748.7583000000004 100035.47067868843 3570.2479338842977  2499.5975612935003  2499.5975612935003 248.7192463033566  5.1070026093623376E8  2.84217421697121E7  72842.0  193523.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
100712.84244 3566.2790600000003 2643.96551 249.42 37507.4177 111066.98939294984 23801.65289256199  2674.2460931765995  2674.2460931765995 249.7574086186026  5.2877100495527065E8  4.801980844547673E7  73042.0  194032.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
137851.33471999998 78150.70147 2705.45308 252.52 117994.64683 158297.9510343952 65454.54545454542  5309.139734009464  5309.139734009464 253.54233771892726  5.2983137852934504E8  6.152625727898339E8  73242.0  194547.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
149625.21263999998 91580.77683999999 2610.24652 253.4 105964.90127999999 186268.72273643807 75371.90082644628  2622.2287515109374  2622.2287515109374 255.50998120247036  4.795195351415214E8  8.605199485518542E7  73443.0  195067.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
117159.77567999996 169398.25535 2889.91579 250.88 139822.73418 210459.30303988638 113057.85123966941  2574.3026368825404  2574.3026368825404 257.0953246381795  5.319612769068302E8  2.327337993917333E7  73643.0  195586.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
120730.02167999995 99371.84700000001 2737.1886 251.17 105679.2816 207192.92577960654 105123.96694214878  3821.691918131338  3821.691918131338 256.887848484312  5.158308693831338E8  3.084450997014607E8  73843.0  196105.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
118024.56859999994 18261.80829 3197.35364 250.95 18753.70885 125916.15637670144 97190.08264462808  2840.3956082770223  2840.3956082770223 251.04851852499812  5.341098056233285E8  7.851672020638706E7  74044.0  196631.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
112431.18319999994 8449.5822 3272.7255 250.47 6128.9223 123486.42583922793 5950.413223140496  2608.239614333018  2608.239614333018 250.84324137140143  5.1788541351709604E8  4.466889011697913E7  74244.0  197136.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
