observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
125971.96588982473 0.0 0.0 0.0 657.8758898247264 109656.59619902764 11900.826446280993  4414.543244516067  4414.543244516067 249.62697366124365  9.342046769727858E8  1.7939553617466696E7  124159.0  331335.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
187568.752361264 0.0 0.0 0.0 61596.786471439256 111544.95412497134 55537.19008264461  4171.238462851113  4171.238462851113 249.8016114052503  8.437977727493352E8  5.586962585477347E7  124159.0  331335.0 0.9991666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
195589.0633079684 0.0 0.0 0.0 8020.310946704416 108323.3991432229 5950.413223140496  5291.452705312348  5291.452705312348 249.50367790097317  9.367693343336787E8  2.0450981635989687E8  124666.0  332584.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
217862.12352353835 0.0 0.0 0.0 22273.06021556996 110308.18962195385 15867.768595041325  4420.501141797652  4420.501141797652 249.68723385017606  9.089553906123338E8  4.447386024066832E7  125174.0  333800.0 0.9975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
234020.5863521062 0.0 0.0 0.0 16158.462828567861 115632.18094083498 6148.760330578512  4685.711179108215  4685.711179108215 250.16661793080934  9.419884288257384E8  6.864225667939682E7  125681.0  335131.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
244791.5030488976 0.0 0.0 0.0 10770.916696791386 114901.10845542022 5950.413223140496  5551.575959065654  5551.575959065654 250.1036378752085  9.142360513903716E8  2.831473985663164E8  126189.0  336460.0 0.9958333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
244767.4358834386 0.0 0.0 0.0 -24.067165458997287 100455.69873173688 6148.760330578512  8272.582227645835  8272.582227645835 248.7608695257267  9.472757542357404E8  8.369839083972646E8  126696.0  337715.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
260156.42677764656 0.0 0.0 0.0 15388.990894207953 103991.35877396366 6148.760330578512  5704.570521402659  5704.570521402659 249.1030452949194  9.498859046696788E8  2.8049595118658036E8  127204.0  338992.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
260122.46927370678 0.0 0.0 0.0 -33.9575039397707 93022.16904353157 5950.413223140496  4984.819003351814  4984.819003351814 248.02458488941477  9.218076341582294E8  1.533356800385159E8  127711.0  340281.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
406586.40385505883 0.0 0.0 0.0 146463.93458135202 165382.0092150605 69421.48760330575  4682.606806517514  4682.606806517514 254.05745284802515  9.552337544756438E8  5.4727369019991815E7  128219.0  341593.0 0.9925 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
415935.8622524326 0.0 0.0 0.0 9349.458397373768 110442.32299296858 59504.13223140493  4785.012388060915  4785.012388060915 249.6996386750179  9.26947687504093E8  1.0510063238774242E8  128726.0  342868.0 0.9916666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
485178.0998622037 0.0 0.0 0.0 69242.23760977108 113332.13681002606 61487.603305785095  4864.820486928687  4864.820486928687 249.96689233422973  9.604531624734033E8  8.880844918763746E7  129234.0  344141.0 0.9908333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
566322.6691811604 0.0 0.0 0.0 81144.56931895672 128138.31709337502 61487.603305785095  4850.785729822937  4850.785729822937 251.2275950595032  9.629725894325291E8  8.32619563996832E7  129741.0  345367.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
624480.039519566 0.0 0.0 0.0 58157.37033840555 125767.24393204779 55537.19008264461  4991.253417088413  4991.253417088413 251.03651816681827  8.721711671692319E8  2.043599440390226E8  130249.0  346657.0 0.9891666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
657936.7406276716 0.0 0.0 0.0 33456.70110810555 108827.86799866913 45619.834710743795  4776.242330740509  4776.242330740509 249.5503318226828  9.682620326198776E8  6.189473043096786E7  130756.0  347944.0 0.9883333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
672733.4071775757 0.0 0.0 0.0 14796.666549904181 108329.11410570746 9917.355371900827  5378.065070965001  5378.065070965001 249.50420642797627  9.395534616386509E8  2.2040654904066738E8  131264.0  349215.0 0.9875 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
674262.9624528367 0.0 0.0 0.0 1529.5552752609065 98275.32566540006 6148.760330578512  5434.583384989791  5434.583384989791 248.5449054739897  9.734443868249978E8  1.9870569282605448E8  131771.0  350471.0 0.9866666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
678448.3432788847 0.0 0.0 0.0 4185.380826047947 91788.14619781055 5950.413223140496  4722.147070496948  4722.147070496948 247.8948953351043  9.446002425057969E8  7.38890643445968E7  132279.0  351759.0 0.9858333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
679025.5030924687 0.0 0.0 0.0 577.1598135840295 81199.76485656801 6148.760330578512  5016.7808242480505  5016.7808242480505 246.7348258859626  9.787608536199965E8  1.0327609864653899E8  132786.0  353062.0 0.985 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
694103.7204587273 0.0 0.0 0.0 15078.217366258594 81953.46816152698 6148.760330578512  8175.753730721111  8175.753730721111 246.82348643236406  9.815083578737965E8  7.818669936081024E8  133294.0  354404.0 0.9841666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
692608.3813142967 0.0 0.0 0.0 -1495.3391444305732 69852.53368877167 5950.413223140496  4655.182105184238  4655.182105184238 245.3582256799452  9.523310248837273E8  5.1715042464038886E7  133801.0  355661.0 0.9833333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
709075.6180381054 0.0 0.0 0.0 16467.236723808717 75991.26267260472 3689.2561983471073  6639.251541628557  6639.251541628557 246.12213300465882  9.868201811867967E8  4.451569681277085E8  134309.0  356998.0 0.9825 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
717321.389192454 0.0 0.0 0.0 8245.771154348653 75517.83750116699 3570.2479338842977  5148.948391902089  5148.948391902089 246.06644247749287  9.575694208396916E8  1.5297389777997065E8  134816.0  358296.0 0.9816666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
722067.4975489312 0.0 0.0 0.0 4746.108356477127 71208.77455546339 3689.2561983471073  5365.915103833618  5365.915103833618 245.53088448851332  9.921299724175235E8  1.6520949057200995E8  135324.0  359585.0 0.9808333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
751939.96308394 0.0 0.0 0.0 29872.465535008843 92056.09849138229 3689.2561983471073  5335.885400742826  5335.885400742826 247.9236950227195  9.947692363957667E8  1.560933144958166E8  135831.0  360872.0 0.98 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
802606.4454742288 0.0 0.0 0.0 50666.48239028889 107205.38311635985 29752.066115702488  5765.131649608836  5765.131649608836 249.4002823560862  9.008878640899705E8  3.425560291342208E8  136339.0  362162.0 0.9791666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
833939.1300344968 0.0 0.0 0.0 31332.68456026795 106930.19154599441 23801.65289256199  7806.223238071401  7806.223238071401 249.37483228946587  1.0001016082600418E9  6.835721054511362E8  136846.0  363476.0 0.9783333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
924025.0547644976 0.0 0.0 0.0 90085.92473000076 132623.03752024076 59504.13223140493  4888.946524349728  4888.946524349728 251.58900374891135  9.70391572907259E8  8.40736274519432E7  137354.0  364763.0 0.9775 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
948220.2966964622 0.0 0.0 0.0 24195.241931964625 121398.96049123054 29752.066115702477  5667.252845272368  5667.252845272368 250.66341148270422  1.0053601411663005E9  2.169729069093751E8  137861.0  366042.0 0.9766666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
957808.2877211812 0.0 0.0 0.0 9587.991024718913 120174.36179080432 5950.413223140496  4862.176502004634  4862.176502004634 250.55791538514856  9.754651961699144E8  7.322615151157081E7  138369.0  367320.0 0.9758333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
968894.2642320596 0.0 0.0 0.0 11085.976510878403 116896.4814435418 6148.760330578512  8215.096527562413  8215.096527562413 250.27553423876137  1.0106399645026286E9  7.612209799265796E8  138876.0  368614.0 0.975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
973990.9301494287 0.0 0.0 0.0 5096.6659173691 108490.65276073175 6148.760330578512  7353.73426960062  7353.73426960062 249.5191457283577  1.0132510524027841E9  5.728282473725237E8  139384.0  369887.0 0.9741666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
977784.0153533142 0.0 0.0 0.0 3793.085203885611 100579.72247330383 5950.413223140496  5753.602268173043  5753.602268173043 248.77315396922583  9.83143700133154E8  2.5781349550827596E8  139891.0  371185.0 0.9733333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
994891.2282722855 0.0 0.0 0.0 17107.212918971327 108322.81261179941 3966.9421487603304  5397.18063171541  5397.18063171541 249.50362365780074  1.018634956712739E9  1.4544796541466013E8  140399.0  372513.0 0.9725 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1009323.6687492577 0.0 0.0 0.0 14432.440476972197 109837.63114368267 7933.884297520661  4983.737647568268  4983.737647568268 249.64371600329997  9.883129522996998E8  8.659713127510494E7  140906.0  373787.0 0.9716666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1018598.1773656283 0.0 0.0 0.0 9274.508616370616 108063.17760003256 5950.413223140496  5098.548936880207  5098.548936880207 249.47961228151598  1.023897319586838E9  7.577566711821377E7  141414.0  375073.0 0.9708333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1109495.5702015234 0.0 0.0 0.0 90897.39283589512 132559.45321524673 61487.603305785095  4913.513914896135  4913.513914896135 251.58387970144628  1.0265019642766294E9  3.3262017377788674E7  141921.0  376344.0 0.97 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1163211.0464983503 0.0 0.0 0.0 53715.47629682697 123300.24289173353 55537.19008264461  7437.496537695795  7437.496537695795 250.82720217881922  9.296021405185022E8  6.745433001660486E8  142429.0  377663.0 0.9691666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1217956.4548505894 0.0 0.0 0.0 54745.408352239094 111658.84203529157 61487.603305785095  4899.20590289612  4899.20590289612 249.81214390412387  1.0318208155141354E9  2.485716373254763E7  142936.0  378937.0 0.9683333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1226820.9579337854 0.0 0.0 0.0 8864.503083195943 109290.31820875836 5950.413223140496  5282.613686588647  5282.613686588647 249.5930998065993  1.0011362291714362E9  1.3823649084103024E8  143443.0  380250.0 0.9675 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1244282.3820636254 0.0 0.0 0.0 17461.42412983992 115253.5250919887 6148.760330578512  5349.456916031042  5349.456916031042 250.1339976819425  1.0372586973112966E9  1.1653100578390428E8  143951.0  381590.0 0.9666666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1265934.7118921415 0.0 0.0 0.0 21652.3298285162 125948.00465799769 5950.413223140496  5007.43703936672  5007.43703936672 251.0510850719637  1.0063881119619181E9  7.363353988016887E7  144458.0  382894.0 0.9658333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1267421.6572271415 0.0 0.0 0.0 1486.9453349999872 114922.07390425932 6148.760330578512  6364.115758159837  6364.115758159837 250.10544399588727  1.0426422855538504E9  3.299926092283045E8  144966.0  384214.0 0.965 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1279043.7186812146 0.0 0.0 0.0 11622.061454072946 115072.40352571245 6148.760330578512  5322.971502041299  5322.971502041299 250.11839451462032  1.0453087710617558E9  1.0276846468860336E8  145473.0  385513.0 0.9641666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1280622.556917739 0.0 0.0 0.0 1578.8382365245448 105206.98471792653 5950.413223140496  5493.843821169968  5493.843821169968 249.21546792915257  1.0141555518074896E9  1.7077602737259045E8  145981.0  386802.0 0.9633333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1283274.3738124827 0.0 0.0 0.0 2651.8168947434833 98998.39513664859 3689.2561983471073  5171.150277674322  5171.150277674322 248.61652487486614  1.050626197446238E9  6.4705702072135605E7  146488.0  388103.0 0.9625 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1321340.4604064072 0.0 0.0 0.0 38066.0865939246 107647.6917686392 23801.65289256199  5615.13706937198  5615.13706937198 249.44118762310544  1.0193309521299851E9  1.917615818983823E8  146996.0  389413.0 0.9616666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1367397.7797931097 0.0 0.0 0.0 46057.31938670243 108003.36924798964 39669.42148760331  6032.220419748755  6032.220419748755 249.47408112901041  1.0560014987711293E9  2.4504904081659755E8  147503.0  390723.0 0.9608333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1490239.9627023444 0.0 0.0 0.0 122842.18290923463 159264.93856490235 65454.54545454542  6126.0681377767605  6126.0681377767605 253.61297746839816  1.0587305023347905E9  2.625614435153586E8  148011.0  392055.0 0.96 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
