observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
317388.61300205626 0.0 0.0 0.0 192074.52300205623 203527.50708625442 109090.9090909091  4770.196824892987  4770.196824892987 256.6501275754753  9.345797263181467E8  9.427312074599436E7  124159.0  331329.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
323346.11894604354 0.0 0.0 0.0 5957.505943987305 149666.6567410036 55537.19008264461  4281.166206593803  4281.166206593803 252.90853073078122  8.441365269967557E8  7.924047443423243E7  124159.0  331329.0 0.9991666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
352660.60617883364 0.0 0.0 0.0 29314.48723279007 112958.91854001943 61487.603305785095  4534.622127989318  4534.622127989318 249.93237663368348  9.372398326387556E8  4.080343433688842E7  124666.0  332628.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
365729.29688962694 0.0 0.0 0.0 13068.690710793284 109439.78612580159 11900.826446280993  4686.996678730097  4686.996678730097 249.60692278977172  9.095530565011069E8  1.0135489008842202E8  125174.0  333908.0 0.9975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
367018.31444040657 0.0 0.0 0.0 1289.017550779606 98902.48059992639 6148.760330578512  5677.562746076287  5677.562746076287 248.60702462360604  9.425761121109906E8  2.8198061167098725E8  125681.0  335226.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
368976.3722695174 0.0 0.0 0.0 1958.0578291108448 90055.54568982683 5950.413223140496  4854.579516069909  4854.579516069909 247.70867430028233  9.146814884024267E8  1.3237131460443878E8  126189.0  336490.0 0.9958333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
439020.38222020055 0.0 0.0 0.0 70044.00995068318 122859.59551557271 29752.066115702477  7487.89400923481  7487.89400923481 250.78924151581433  9.476623371689886E8  6.673530076280282E8  126696.0  337707.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
435461.3308789378 0.0 0.0 0.0 -3559.0513412627643 108382.9762553505 6148.760330578512  4768.80758838093  4768.80758838093 249.5091876681171  9.502601879521508E8  7.829302368797705E7  127204.0  338974.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
486239.7475323551 0.0 0.0 0.0 50778.416653417305 125013.28638908258 29752.066115702477  4396.040403982743  4396.040403982743 250.97477656694372  9.221958513818706E8  2.5957621412319314E7  127711.0  340283.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
491863.5609384899 0.0 0.0 0.0 5623.813406134816 109488.1254095511 15867.768595041325  5281.205790624944  5281.205790624944 249.61139326824667  9.555917886003298E8  1.8347727145524794E8  128219.0  341577.0 0.9925 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
508773.01935400546 0.0 0.0 0.0 16909.45841551555 110003.92749530947 11900.826446280993  4492.829883476147  4492.829883476147 249.65909530151757  9.273160191583982E8  4.171334936994452E7  128726.0  342861.0 0.9916666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
518256.37465918873 0.0 0.0 0.0 9483.355305183253 108888.26825242155 5950.413223140496  4648.601324930674  4648.601324930674 249.5559177150117  9.60874711497306E8  4.175198999542463E7  129234.0  344152.0 0.9908333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
554174.1018339895 0.0 0.0 0.0 35917.72717480075 108398.26502395175 31735.537190082654  4672.193213187904  4672.193213187904 249.51060159289298  9.634765945023233E8  4.423848851648704E7  129741.0  345424.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
557364.0003108111 0.0 0.0 0.0 3189.898476821659 103467.58637558222 3332.2314049586776  4788.345720232529  4788.345720232529 249.05460615699457  8.726455768607548E8  1.6012168785045633E8  130249.0  346723.0 0.9891666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
566534.3229726723 0.0 0.0 0.0 9170.322661861179 103977.39901792855 3689.2561983471073  4971.253821167738  4971.253821167738 249.1017542789169  9.687344808908138E8  1.0348304705053446E8  130756.0  347981.0 0.9883333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
589097.9260401701 0.0 0.0 0.0 22563.603067497836 109442.9400908333 11900.826446280993  5197.235548312064  5197.235548312064 249.6072144724714  9.400831436007583E8  1.8087491893263918E8  131264.0  349290.0 0.9875 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
606618.2437862555 0.0 0.0 0.0 17520.31774608533 116042.62746186524 6148.760330578512  4771.8700444748765  4771.8700444748765 250.2019768661152  9.741383633636792E8  5.507536958902255E7  131771.0  350618.0 0.9866666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
