observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
161817.64869525097 0.0 0.0 0.0 36503.55869525098 109385.53005277707 47603.30578512396  4828.812857350038  4828.812857350038 249.60190511909525  9.362482287240491E8  1.05247130607272E8  124159.0  332161.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
272924.26359038905 0.0 0.0 0.0 111106.61489513805 160462.7321257289 55537.19008264461  4492.222739541867  4492.222739541867 253.70047791114973  8.456435614278908E8  1.2325485615931974E8  124159.0  332161.0 0.9991666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
331107.43824123126 0.0 0.0 0.0 58183.17465084219 151850.71629287465 61487.603305785095  5307.5871779116105  5307.5871779116105 253.07135848439438  9.39031768266694E8  2.0572732228728807E8  124666.0  333515.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
340637.10018988926 0.0 0.0 0.0 9529.661948658002 108513.54904074337 47603.30578512396  5263.523415665438  5263.523415665438 249.52126320546967  9.113348691566885E8  2.2392039400566164E8  125174.0  334820.0 0.9975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
341732.90319529915 0.0 0.0 0.0 1095.8030054098954 98971.23413584662 6148.760330578512  4489.357579728128  4489.357579728128 248.61383460141113  9.44363507499156E8  2.3916942329735886E7  125681.0  336108.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
344636.2303135948 0.0 0.0 0.0 2903.3271182956623 91625.00890213587 5950.413223140496  4299.139128865923  4299.139128865923 247.87736123195785  9.164057480900452E8  1.084771649769062E7  126189.0  337372.0 0.9958333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
346322.3102250919 0.0 0.0 0.0 1686.0799114970548 81876.63396744343 6148.760330578512  5285.694515610988  5285.694515610988 246.81444817873702  9.496820976803242E8  1.9035510638457844E8  126696.0  338703.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
347327.759330361 0.0 0.0 0.0 1005.4491052691287 71327.9945645893 6148.760330578512  5405.328177544733  5405.328177544733 245.53851212825268  9.523251404000326E8  2.135150731028806E8  127204.0  339995.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
351936.5380146587 0.0 0.0 0.0 4608.77868429776 65642.57424486734 5950.413223140496  4343.785780879237  4343.785780879237 244.80243370848402  9.241855732943504E8  1.2697438401812261E7  127711.0  341298.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
361634.7796229815 0.0 0.0 0.0 9698.241608322765 66701.58242063262 3689.2561983471073  4949.97723421039  4949.97723421039 244.95077495736552  9.576786813013626E8  1.0994983745082502E8  128219.0  342610.0 0.9925 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
