observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
272215.2147422133 0.0 0.0 0.0 146901.12474221332 182385.54649917712 85289.25619834714  4540.412044689224  4540.412044689224 255.24671501689338  9.342013452791965E8  4.5090711318093196E7  124159.0  331253.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
293205.10912218486 0.0 0.0 0.0 20989.894379971534 143706.07742532436 55537.19008264461  4132.173371179955  4132.173371179955 252.4548407234986  8.437947634777116E8  4.7446938606866285E7  124159.0  331253.0 0.9991666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
342286.35012406926 0.0 0.0 0.0 49081.24100188437 126382.23440119397 61487.603305785095  4917.480720229945  4917.480720229945 251.08607820140173  9.367772287404377E8  1.2384232745595531E8  124666.0  332511.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
431938.2626785692 0.0 0.0 0.0 89651.91255449996 151991.4795674328 59504.13223140493  4538.535156856475  4538.535156856475 253.08164143234956  9.092119080503008E8  6.967533476775105E7  125174.0  333853.0 0.9975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
451351.0320897571 0.0 0.0 0.0 19412.769411187932 125322.62064985895 41652.89256198347  4428.73576677834  4428.73576677834 251.0006874566733  9.421654127364371E8  1.3039911028523436E7  125681.0  335141.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
453686.6130288277 0.0 0.0 0.0 2335.580939070622 117291.83495507987 5950.413223140496  4415.9534107092095  4415.9534107092095 250.309592949266  9.143204977058458E8  3.812788249347663E7  126189.0  336426.0 0.9958333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
452638.393862014 0.0 0.0 0.0 -1048.219166813722 104981.532037195 6148.760330578512  5113.323420492635  5113.323420492635 249.19461777834042  9.473371980868914E8  1.5552240126525685E8  126696.0  337660.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
457764.59359890234 0.0 0.0 0.0 5126.19973688833 98631.088471125 6148.760330578512  5327.882972379806  5327.882972379806 248.5801434698024  9.500090791058885E8  1.99127479860187E8  127204.0  338960.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
468642.6012591563 0.0 0.0 0.0 10878.007660253943 98863.36144564122 5950.413223140496  4695.321462597229  4695.321462597229 248.60314990547158  9.22009422838846E8  9.069404244676404E7  127711.0  340296.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
473593.28113626066 0.0 0.0 0.0 4950.679877104365 93153.74030217397 3689.2561983471073  6971.044822224499  6971.044822224499 248.03761690790154  9.553863214159197E8  5.4815317090133E8  128219.0  341579.0 0.9925 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
543765.5759758193 0.0 0.0 0.0 70172.2948395586 108465.77868060752 49586.77685950412  5273.479601621045  5273.479601621045 249.51684534177448  9.271728598762326E8  2.1022978852878734E8  128726.0  342886.0 0.9916666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
646440.8421269532 0.0 0.0 0.0 102675.26615113394 144559.13493280974 61487.603305785095  5094.306593146895  5094.306593146895 252.51977126905237  9.607793852920729E8  1.3797859777753457E8  129234.0  344202.0 0.9908333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
662482.7691948834 0.0 0.0 0.0 16041.927067930264 108024.46038098073 47603.30578512396  4973.295834635393  4973.295834635393 249.4760316638288  9.634826092372267E8  1.091753473581487E8  129741.0  345522.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
694273.4209506289 0.0 0.0 0.0 31790.651755745494 109663.81371078009 25785.123966942156  4366.174459003971  4366.174459003971 249.6276411459151  8.726375868670253E8  6.907429375731969E7  130249.0  346816.0 0.9891666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
802696.0967500842 0.0 0.0 0.0 108422.67579945522 151694.25730248564 61487.603305785095  4904.628901964871  4904.628901964871 253.05992894312848  9.687244667132586E8  8.912316406763947E7  130756.0  348078.0 0.9883333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
824848.0656340889 0.0 0.0 0.0 22151.968884004753 109931.78691245744 59504.13223140493  4410.307042628158  4410.307042628158 249.65242364861348  9.40023720000892E8  1.1206831650545275E7  131264.0  349364.0 0.9875 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
