observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
227814.9423881193 0.0 0.0 0.0 102500.85238811928 159834.5113086354 63471.07438016526  4509.356699318895  4509.356699318895 253.65458552915737  9.314434109410635E8  4.115051941946572E7  124159.0  330707.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
304507.39782440953 0.0 0.0 0.0 76692.45543629027 169705.4762417713 61487.60330578509  5333.887197369474  5333.887197369474 254.36250238070778  8.413037260110087E8  3.091278453422839E8  124159.0  330707.0 0.9991666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
313799.4092915348 0.0 0.0 0.0 9292.011467125292 111381.41292768186 61487.603305785095  6128.471475429837  6128.471475429837 249.78648690721187  9.341912334422057E8  3.876190727338562E8  124666.0  332045.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
402603.1348863353 0.0 0.0 0.0 88803.72559480049 136231.2462988434 59504.13223140493  4449.759992234287  4449.759992234287 251.87977728252423  9.065595969871215E8  5.318030574733175E7  125174.0  333307.0 0.9975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
403246.936186788 0.0 0.0 0.0 643.8013004527318 126337.52413752295 5950.413223140496  4587.110238632696  4587.110238632696 251.08247515009452  9.393333515287302E8  5.003073596220682E7  125681.0  334552.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
418519.36514650023 0.0 0.0 0.0 15272.428959712239 124942.14490434172 11900.826446280991  4766.9817466124605  4766.9817466124605 250.96864790699016  9.116287238633279E8  1.1653068379486433E8  126189.0  335861.0 0.9958333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
465871.2592328187 0.0 0.0 0.0 47351.89408631846 121822.15423574367 41652.89256198347  8818.992192933056  8818.992192933056 250.69986855924736  9.44725122268798E8  9.573861655872684E8  126696.0  337179.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
472710.99562266364 0.0 0.0 0.0 6839.736389844992 117738.15680678068 6148.760330578512  4774.973488229476  4774.973488229476 250.34804245406448  9.473288262498641E8  8.255426837858528E7  127204.0  338448.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
474869.4441112635 0.0 0.0 0.0 2158.448488599833 109218.91191558643 5950.413223140496  4727.2801566535945  4727.2801566535945 249.58649606173924  9.194001290411713E8  1.0019629990521206E8  127711.0  339774.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
474933.56385008537 0.0 0.0 0.0 64.11973882187262 100692.7668587552 3689.2561983471073  4901.008597305984  4901.008597305984 248.78435091707163  9.527926086985055E8  1.0427418202719934E8  128219.0  341115.0 0.9925 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
