observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
251020.00220519194 0.0 0.0 0.0 125705.91220519195 171252.86895209027 75371.90082644626  4395.2324266555615  4395.2324266555615 254.47168129204053  9.325374851944929E8  1.5441720205985922E7  124159.0  330593.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
426210.24974432494 0.0 0.0 0.0 175190.24753913298 219232.1462442868 122975.20661157019  4235.763635366458  4235.763635366458 257.64164692018227  8.422919221108843E8  7.129249289450924E7  124159.0  330593.0 0.9991666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
445688.84737212386 0.0 0.0 0.0 19478.597627798918 164199.68728785156 69421.48760330575  5089.568980928595  5089.568980928595 253.9734675497006  9.350730498123887E8  1.626631083725712E8  124666.0  331825.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
536880.9806864713 0.0 0.0 0.0 91192.13331434753 175768.63661592998 75371.90082644626  4251.283159822984  4251.283159822984 254.79029892160656  9.074914635881195E8  9440257.096846038  125174.0  333125.0 0.9975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
556809.2340317708 0.0 0.0 0.0 19928.253345299505 125209.10745974 65454.54545454545  5033.237046944045  5033.237046944045 250.99153980657104  9.403980112499888E8  1.4518827707181272E8  125681.0  334420.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
613366.5967223966 0.0 0.0 0.0 56557.362690625705 122988.19730342936 53553.71900826446  5224.55383867189  5224.55383867189 250.80032023633956  9.127155807811965E8  2.141345868046635E8  126189.0  335756.0 0.9958333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
628454.2718945462 0.0 0.0 0.0 15087.675172149718 120593.31063334181 11900.826446280991  5581.735395956286  5581.735395956286 250.59400677406458  9.458042702748975E8  2.5808407322280475E8  126696.0  337054.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
659158.9907686062 0.0 0.0 0.0 30704.718874059934 122823.64216753238 23801.652892561982  4672.734447307393  4672.734447307393 250.78614422532152  9.485026199974916E8  5.9329198302932724E7  127204.0  338372.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
731879.0654777549 0.0 0.0 0.0 72720.07470914879 125219.79186092326 65454.54545454545  4869.37956121246  4869.37956121246 250.99240082689366  9.204601510135813E8  1.2978477783978498E8  127711.0  339657.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
765736.8701868836 0.0 0.0 0.0 33857.80470912866 108897.73224369109 45619.834710743795  4560.029615617128  4560.029615617128 249.55679295696766  9.538884377458214E8  2.963480562130061E7  128219.0  340997.0 0.9925 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
768045.3362098697 0.0 0.0 0.0 2308.466022986119 102843.63198540379 3570.2479338842977  4792.318347389123  4792.318347389123 248.9969020609825  9.257555767369244E8  1.0786851818614659E8  128726.0  342326.0 0.9916666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
