observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
204665.17451529397 0.0 0.0 0.0 79351.08451529396 138416.93712629902 61487.603305785095  4760.634083210127  4760.634083210127 252.05225735471907  9.354733792995524E8  9.131694196665399E7  124159.0  331837.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
378592.55389058095 0.0 0.0 0.0 173927.37937528698 206405.08816610236 101157.02479338844  4782.203542095391  4782.203542095391 256.83675323731126  8.449436974315823E8  1.8649880067285407E8  124159.0  331837.0 0.9991666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
404161.0964336183 0.0 0.0 0.0 25568.542543037347 161298.3009293382 65454.54545454542  5220.784325256328  5220.784325256328 253.7615173445349  9.382208126799057E8  1.8781633298037067E8  124666.0  333174.0 0.9983333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
424728.5587804568 0.0 0.0 0.0 20567.462346838485 117772.61422587934 59504.13223140493  4589.01681889263  4589.01681889263 250.35101087404198  9.105541936024264E8  7.922111183103204E7  125174.0  334483.0 0.9975 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
427099.7542223748 0.0 0.0 0.0 2371.1954419180615 108217.23754561468 6148.760330578512  5777.811791604201  5777.811791604201 249.49385994133124  9.435855416013846E8  3.025932492957343E8  125681.0  335785.0 0.9966666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
445531.34272102517 0.0 0.0 0.0 18431.588498650373 115935.94157982702 5950.413223140496  4762.471241297548  4762.471241297548 250.19278614574662  9.157027914457285E8  1.1148377454488027E8  126189.0  337071.0 0.9958333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
449846.9193525234 0.0 0.0 0.0 4315.576631498253 109431.901312329 6148.760330578512  4670.856568417745  4670.856568417745 249.60619359218802  9.488599129990932E8  5.856687777041194E7  126696.0  338353.0 0.995 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
447989.63906796405 0.0 0.0 0.0 -1857.2802845593537 96950.82063329386 6148.760330578512  4475.04006389728  4475.04006389728 248.413714405041  9.516343628475274E8  1.355803475614624E7  127204.0  339704.0 0.9941666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
451278.2193927072 0.0 0.0 0.0 3288.5803247431622 89576.34972129043 5950.413223140496  4712.638013606097  4712.638013606097 247.65717000443792  9.235051665349385E8  9.293319344406663E7  127711.0  340998.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
488069.4003572098 0.0 0.0 0.0 36791.18096450255 109935.4705022323 11900.826446280993  4531.233737279657  4531.233737279657 249.65276431168337  9.569670794621663E8  2.0345367475551315E7  128219.0  342300.0 0.9925 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
500787.970389833 0.0 0.0 0.0 12718.570032623185 109714.92632662827 7933.884297520661  5005.229910706552  5005.229910706552 249.6323681056717  9.285803522905014E8  1.5096525827128834E8  128726.0  343554.0 0.9916666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
616223.8688247079 0.0 0.0 0.0 115435.89843487498 156352.2359554603 63471.07438016526  5327.514425877973  5327.514425877973 253.40020059576744  9.623096994844191E8  1.8674737007364586E8  129234.0  344913.0 0.9908333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
635378.76828303 0.0 0.0 0.0 19154.899458322074 109064.46819632206 61487.603305785095  4955.063911675348  4955.063911675348 249.5722129100455  9.649718224837178E8  1.0375380877490808E8  129741.0  346209.0 0.99 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
656631.383487402 0.0 0.0 0.0 21252.61520437195 109678.09504663458 15867.768595041325  4771.219759018067  4771.219759018067 249.62896190202852  8.740575076553841E8  1.5501596944092393E8  130249.0  347536.0 0.9891666666666666 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
765869.8313962537 0.0 0.0 0.0 109238.44790885164 152300.87237935598 61487.603305785095  5128.067270345444  5128.067270345444 253.10424299651953  9.703406789739377E8  1.356989258258836E8  130756.0  348822.0 0.9883333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
785980.7438128155 0.0 0.0 0.0 20110.9124165618 107595.05425979767 59504.13223140493  5312.598304715296  5312.598304715296 249.43631963930432  9.416009928731861E8  2.0423891515384987E8  131264.0  350113.0 0.9875 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
