observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
270958.6945043154 0.0 0.0 0.0 145644.60450431542 180923.1891896575 85289.25619834714  4746.249116310897  4746.249116310897 255.14757214845136  9.334452743339982E8  9.024244662111948E7  124159.0  331075.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
288861.44967858796 0.0 0.0 0.0 17902.75517427257 138636.47006602047 55537.19008264461  4652.284215265261  4652.284215265261 252.068967123308  8.43111860688499E8  1.6030917955903566E8  124159.0  331075.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
445942.8218213547 0.0 0.0 0.0 157081.37214276672 192727.07852821032 97190.08264462817  5800.681035948999  5800.681035948999 255.94783583242102  9.361376104433056E8  3.149736995948122E8  124666.0  332389.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
465039.051300903 0.0 0.0 0.0 19096.22947954836 147386.65638536293 59504.13223140493  4932.519390991097  4932.519390991097 252.7349883076087  9.085721767069043E8  1.5529097294971228E8  125174.0  333713.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
466683.6901950931 0.0 0.0 0.0 1644.6388941900543 123947.16088457372 17851.239669421488  7232.894725557786  7232.894725557786 250.88293253657596  9.41497788873697E8  6.185184125651747E8  125681.0  334998.0 0.9946666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
466685.6291305871 0.0 0.0 0.0 1.938935493963225 113093.83599775967 5950.413223140496  4904.850599167519  4904.850599167519 249.94485397186347  9.138231518579613E8  1.4407229535534278E8  126189.0  336362.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
469477.1706329672 0.0 0.0 0.0 2791.541502380099 105096.94537460644 6148.760330578512  4639.6717949548165  4639.6717949548165 249.2052913506526  9.469956807613381E8  5.370506826574723E7  126696.0  337687.0 0.992 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
479517.1209135408 0.0 0.0 0.0 10039.950280573617 102662.71350847562 6148.760330578512  6325.421816125915  6325.421816125915 248.97947241565726  9.496342537903522E8  4.1465499533123386E8  127204.0  338971.0 0.9906666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
490085.5479461989 0.0 0.0 0.0 10568.427032658057 102703.32651418568 5950.413223140496  4577.4008038075035  4577.4008038075035 248.9834950984732  9.215174546528381E8  6.575246774608352E7  127711.0  340243.0 0.9893333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
644731.7604564037 0.0 0.0 0.0 154646.21251020476 173378.62092186816 79338.8429752066  4632.075127315812  4632.075127315812 254.62166731968307  9.548779834578935E8  4.418428954535086E7  128219.0  341528.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
652930.3750755264 0.0 0.0 0.0 8198.614619122678 117682.61571439749 59504.13223140493  4390.487595188621  4390.487595188621 250.34325772866967  9.266281903229132E8  2.0327633119609457E7  128726.0  342810.0 0.9866666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
766669.5139110723 0.0 0.0 0.0 113739.13883554583 160688.72222202446 65454.54545454542  5278.4868733736785  5278.4868733736785 253.71698679392392  9.602484192196522E8  1.7823421518762594E8  129234.0  344145.0 0.9853333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
852361.5437372832 0.0 0.0 0.0 85692.02982621097 168217.1987389219 73388.42975206609  4775.123557247627  4775.123557247627 254.25749444287885  9.629279850640934E8  6.6987476980713025E7  129741.0  345450.0 0.984 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1044627.4192630134 0.0 0.0 0.0 192265.87552573025 221527.94487474798 134876.03305785116  4079.096332053231  4079.096332053231 257.78461607141287  8.720869769408174E8  7706882.460587284  130249.0  346717.0 0.9826666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
