observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
141991.53437181906 0.0 0.0 0.0 16677.44437181906 109836.95361726006 27768.59504132232  4385.985713236682  4385.985713236682 249.64365334479422  9.326689832576033E8  1.3315858435546447E7  124159.0  330544.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
161975.96048533372 0.0 0.0 0.0 19984.42611351466 109931.63328964426 15867.768595041325  4021.9778460891107  4021.9778460891107 249.65240944138023  8.4241069455498E8  2.5063648678831123E7  124159.0  330544.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
215242.75274445274 0.0 0.0 0.0 53266.79225911901 109058.32253108005 49586.77685950412  4553.326158179217  4553.326158179217 249.5716445511033  9.352547689932997E8  4.682264907070236E7  124666.0  331809.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
223338.21639043052 0.0 0.0 0.0 8095.46364597778 107857.2260157772 3966.9421487603304  5329.618012520292  5329.618012520292 249.46056561692197  9.075688653194119E8  2.4194191321344852E8  125174.0  333058.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
223538.2660225532 0.0 0.0 0.0 200.04963212267188 96901.0411396715 6148.760330578512  5007.474177649841  5007.474177649841 248.40878378958712  9.404672852952337E8  1.3956237666423705E8  125681.0  334348.0 0.9946666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
225376.6744196196 0.0 0.0 0.0 1838.4083970664174 88200.62496653532 5950.413223140496  4588.411347062111  4588.411347062111 247.50930620878495  9.127684679933085E8  7.687624714277796E7  126189.0  335676.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
265618.54187586956 0.0 0.0 0.0 40241.867456249965 117435.49272886173 6148.760330578512  4858.239363345039  4858.239363345039 250.32196870510523  9.458298157134714E8  1.0201235603988406E8  126696.0  336962.0 0.992 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
267073.4038089219 0.0 0.0 0.0 1454.861933052372 108142.22105822881 6148.760330578512  4599.373273106779  4599.373273106779 249.48692232111614  9.485049709059839E8  4.350405103723297E7  127204.0  338265.0 0.9906666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
265864.02381379285 0.0 0.0 0.0 -1209.37999512906 95967.38960209992 5950.413223140496  5015.038237859342  5015.038237859342 248.31630641859152  9.204674985348802E8  1.611936065620047E8  127711.0  339554.0 0.9893333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
282923.94308584754 0.0 0.0 0.0 17059.919272054674 104331.79974534501 3689.2561983471073  5006.2529304624795  5006.2529304624795 249.1345297091783  9.538109703085761E8  1.2595528875875214E8  128219.0  340848.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
306792.13027359266 0.0 0.0 0.0 23868.187187745112 109665.68833729932 13884.297520661159  4650.001075129604  4650.001075129604 249.62781451376114  9.256363961953505E8  7.729220834907682E7  128726.0  342152.0 0.9866666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
354908.80041265767 0.0 0.0 0.0 48116.670139065 109266.78230491573 43636.36363636363  4879.212535085043  4879.212535085043 249.59092317626153  9.5912184759421E8  9.32438916886326E7  129234.0  343433.0 0.9853333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
382685.2561785792 0.0 0.0 0.0 27776.45576592152 108399.60341615957 23801.65289256199  4841.981762115683  4841.981762115683 249.51072536910752  9.617747181727588E8  8.2560956903859E7  129741.0  344723.0 0.984 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
558890.0948906381 0.0 0.0 0.0 176204.838712059 192988.008013877 87272.72727272734  4343.7068416144375  4343.7068416144375 255.9655259670425  8.710634991263056E8  6.580248667096492E7  130249.0  345999.0 0.9826666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
590262.1856914052 0.0 0.0 0.0 31372.090800767062 155776.2191473333 61487.603305785095  7096.276361525969  7096.276361525969 253.35812178737186  9.671179963160118E8  5.634318753370326E8  130756.0  347324.0 0.9813333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
596998.7954502268 0.0 0.0 0.0 6736.609758821516 108119.65225135372 49586.77685950412  4806.399795297065  4806.399795297065 249.48483512913657  9.38425771661942E8  9.823545952799733E7  131264.0  348589.0 0.98 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
599580.119606132 0.0 0.0 0.0 2581.324155905319 95833.3047847783 6148.760330578512  8718.911291902212  8718.911291902212 248.30302543430847  9.724138264203655E8  9.081116603156753E8  131771.0  349908.0 0.9786666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
601802.0652022926 0.0 0.0 0.0 2221.945596160562 85423.8956865397 5950.413223140496  6680.941471258656  6680.941471258656 247.2108615312274  9.436494278558623E8  4.9731955226864684E8  132279.0  351222.0 0.9773333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
603933.6791051669 0.0 0.0 0.0 2131.6139028743037 76357.56771990565 6148.760330578512  5049.181538929838  5049.181538929838 246.16522264673634  9.777526624318066E8  1.1127259006081899E8  132786.0  352515.0 0.976 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
601006.6218846159 0.0 0.0 0.0 -2927.0572205510375 62062.98837111294 6148.760330578512  5218.761797663155  5218.761797663155 244.30102092325438  9.803308132114356E8  1.452701065757964E8  133294.0  353768.0 0.9746666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
603043.7616737103 0.0 0.0 0.0 2037.1397890944122 53586.68792342702 5950.413223140496  4563.027013639831  4563.027013639831 243.02521767423002  9.511987252592919E8  3.2971007465958193E7  133801.0  355024.0 0.9733333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
639621.63541813 0.0 0.0 0.0 36577.873744419674 81276.54004207747 3689.2561983471073  5198.765427422107  5198.765427422107 246.7438571982211  9.855832428091385E8  1.3570478943855014E8  134309.0  356327.0 0.972 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
711172.1473215402 0.0 0.0 0.0 71550.51190341025 108534.40615489264 39669.42148760331  4623.224302991842  4623.224302991842 249.52319209792773  9.562807253705876E8  4.087257067701788E7  134816.0  357578.0 0.9706666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
763533.3214668196 0.0 0.0 0.0 52361.174145279394 107599.14709098046 47603.30578512396  5693.127424067719  5693.127424067719 249.4366981495404  9.907797346372399E8  2.3713403369400445E8  135324.0  358856.0 0.9693333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
