observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
271283.37007136754 0.0 0.0 0.0 145969.28007136754 181590.75254740295 85289.25619834714  4403.361325617628  4403.361325617628 255.19283068117986  9.324035926484067E8  1.7328882302711178E7  124159.0  330662.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
310075.3244384285 0.0 0.0 0.0 38791.95436706094 160602.8250773942 55537.19008264461  4242.691754425365  4242.691754425365 253.71071189110924  8.421709869079665E8  7.290770921047384E7  124159.0  330662.0 0.9986666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
400747.69896095793 0.0 0.0 0.0 90672.37452252941 170363.90632582546 75371.90082644626  5539.39244765207  5539.39244765207 254.40895902955094  9.349882525064366E8  2.5976741481309378E8  124666.0  331925.0 0.9973333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
417745.4636284563 0.0 0.0 0.0 16997.764667498363 123162.89310648516 59504.13223140493  4694.645655433973  4694.645655433973 250.81536984032437  9.073750428952172E8  1.0518266192291191E8  125174.0  333208.0 0.996 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
437904.6156769687 0.0 0.0 0.0 20159.152048512435 126675.76744439479 11900.826446280991  4745.451264321826  4745.451264321826 251.1097330521714  9.402031704306267E8  8.331246699873269E7  125681.0  334465.0 0.9946666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
449698.92258815403 0.0 0.0 0.0 11794.306911185351 121954.03700774288 11900.826446280991  4615.210901556267  4615.210901556267 250.71122992830314  9.12470962480888E8  8.29539749292972E7  126189.0  335770.0 0.9933333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
490331.67893792794 0.0 0.0 0.0 40632.7563497739 122196.7132868186 35702.479338842975  4687.60073185521  4687.60073185521 250.73213587929175  9.455239686904275E8  6.551426220344586E7  126696.0  337060.0 0.992 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
489026.2503763037 0.0 0.0 0.0 -1305.4285616242432 108864.26218406958 6148.760330578512  5878.262210546259  5878.262210546259 249.55369760326178  9.482883680220445E8  3.195559229196542E8  127204.0  338406.0 0.9906666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
491157.2335028338 0.0 0.0 0.0 2130.9831265301314 100155.17705173985 5950.413223140496  4889.655035719363  4889.655035719363 248.73110311526742  9.202587409845686E8  1.3435927360111007E8  127711.0  339696.0 0.9893333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
530765.0417202703 0.0 0.0 0.0 39607.80821743646 108918.30439205373 25785.123966942156  5059.556910180428  5059.556910180428 249.55869549542714  9.53545343865023E8  1.3771770523142162E8  128219.0  340970.0 0.988 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
545070.5961394773 0.0 0.0 0.0 14305.554419207028 108951.44972341636 9917.355371900827  4355.053715943551  4355.053715943551 249.5617608178504  9.253215298399268E8  1.3991789763629593E7  128726.0  342247.0 0.9866666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
597769.975548412 0.0 0.0 0.0 52699.37940893461 108757.5504509434 47603.30578512396  5289.972896283726  5289.972896283726 249.54382876638707  9.588889873206574E8  1.8207099295084906E8  129234.0  343572.0 0.9853333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
617682.6851770357 0.0 0.0 0.0 19912.709628623812 109705.27045603785 13884.297520661159  5080.692102868163  5080.692102868163 249.631475118472  9.615868126442312E8  1.342347492284246E8  129741.0  344887.0 0.984 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
668834.1901965754 0.0 0.0 0.0 51151.505019539676 108907.3048416457 47603.30578512396  4346.164848807945  4346.164848807945 249.557678243008  8.708801514615763E8  6.651598598173376E7  130249.0  346156.0 0.9826666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
726137.3149012051 0.0 0.0 0.0 57303.124704629736 110030.84519176542 51570.24793388428  4609.336420625852  4609.336420625852 249.66158468433972  9.669184964452202E8  2.7239412234933022E7  130756.0  347486.0 0.9813333333333333 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
741847.0834845247 0.0 0.0 0.0 15709.76858331961 108251.46712605479 11900.826446280993  5588.320202749219  5588.320202749219 249.49702553648893  9.382758645770603E8  2.6703271323362318E8  131264.0  348769.0 0.98 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
785961.3844496595 0.0 0.0 0.0 44114.30096513475 123920.59554654191 23801.652892561982  4643.519652085669  4643.519652085669 250.88064399952978  9.721223199180969E8  2.9408348483989365E7  131771.0  350023.0 0.9786666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
786301.9242051556 0.0 0.0 0.0 340.5397554960522 113550.9100691981 5950.413223140496  4759.812009699365  4759.812009699365 249.9871247636362  9.433090405139287E8  8.330397304126169E7  132279.0  351304.0 0.9773333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
784956.6420362422 0.0 0.0 0.0 -1345.2821689133555 101515.50580976684 6148.760330578512  4541.361759939393  4541.361759939393 248.8658424930435  9.774546966184633E8  2042197.9079214677  132786.0  352620.0 0.976 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
790037.1441656357 0.0 0.0 0.0 5080.502129393566 95105.05201248935 6148.760330578512  5342.195596092547  5342.195596092547 248.2308926319819  9.802171654838592E8  1.7200639056162512E8  133294.0  353965.0 0.9746666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
789927.0597312942 0.0 0.0 0.0 -110.08443434153799 84034.29969007621 5950.413223140496  5010.254664931107  5010.254664931107 247.06150684545102  9.510830892126514E8  1.2954627803204839E8  133801.0  355220.0 0.9733333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
807510.6366253422 0.0 0.0 0.0 17583.57689404798 93212.51561419765 3689.2561983471073  4716.104771579433  4716.104771579433 248.04343855132703  9.855214035955961E8  3.166467895070879E7  134309.0  356550.0 0.972 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
813473.2491680451 0.0 0.0 0.0 5962.61254270289 90834.12969067463 3570.2479338842977  4770.750532341611  4770.750532341611 247.79235701748436  9.562880620478002E8  7.268421058560348E7  134816.0  357839.0 0.9706666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
864158.9657796994 0.0 0.0 0.0 50685.7166116543 108937.8197334483 27768.59504132232  4813.4315275583285  4813.4315275583285 249.5605002990334  9.907438959259521E8  4.7433964035701E7  135324.0  359099.0 0.9693333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
901651.1509341318 0.0 0.0 0.0 37492.18515443239 109400.80742589581 31735.537190082654  5293.660271902279  5293.660271902279 249.60331799000238  9.934623063580475E8  1.4829298007095525E8  135831.0  360422.0 0.968 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
954596.9710378947 0.0 0.0 0.0 52945.82010376293 110220.78496860107 47603.30578512396  4522.536775933792  4522.536775933792 249.67915055660788  8.997416592931647E8  7.569499639846624E7  136339.0  361728.0 0.9666666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
978656.3684653026 0.0 0.0 0.0 24059.39742740793 109596.23172890017 19834.710743801657  4849.239923307156  4849.239923307156 249.62139107822992  9.988282569583617E8  4.707288388192975E7  136846.0  363040.0 0.9653333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
998056.7565146919 0.0 0.0 0.0 19400.38804938924 108332.26566730013 15867.768595041325  4796.585515947912  4796.585515947912 249.50449788840285  9.69100716323532E8  6.5443736539714724E7  137354.0  364297.0 0.964 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
998800.457876824 0.0 0.0 0.0 743.701362132083 97601.70252805988 6148.760330578512  5325.504170793825  5325.504170793825 248.47818368938786  1.0040162822461288E9  1.4460720841933066E8  137861.0  365569.0 0.9626666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
999919.0545135499 0.0 0.0 0.0 1118.596636725944 87774.28412173256 5950.413223140496  4995.601819912762  4995.601819912762 247.46348281617935  9.741241464472436E8  1.0334484359236073E8  138369.0  366829.0 0.9613333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1001735.6247423552 0.0 0.0 0.0 1816.5702288052885 78447.42313849054 6148.760330578512  4994.6708814687845  4994.6708814687845 246.41105906816733  1.0091364050463768E9  6.813179691263975E7  138876.0  368062.0 0.96 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1036682.1432423638 0.0 0.0 0.0 34946.51850000858 102485.66559083246 6148.760330578512  4759.515717088146  4759.515717088146 248.9619359737354  1.0118557992007067E9  1.4693308923594981E7  139384.0  369390.0 0.9586666666666667 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1038853.6362789716 0.0 0.0 0.0 2171.493036607768 93970.17186075103 5950.413223140496  4736.573543548697  4736.573543548697 248.11848374215046  9.817875936217213E8  3.981326573141436E7  139891.0  370687.0 0.9573333333333334 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
