observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
271870.0587951358 0.0 0.0 0.0 146555.96879513585 182146.33922509206 85289.25619834714  4434.463371696794  4434.463371696794 255.2304975745825  9.348191972060755E8  2.162147655440447E7  124159.0  331473.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
337939.81863453984 0.0 0.0 0.0 66069.759839404 176444.8110085977 67438.01652892558  4333.271526972906  4333.271526972906 254.8380075501727  8.44352823282632E8  9.026243711006144E7  124159.0  331473.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
370215.94812758476 0.0 0.0 0.0 32276.12949304494 142693.41284301522 61487.603305785095  4539.92435284263  4539.92435284263 252.3777616717168  9.374497586876152E8  4.1737110813547306E7  124666.0  332760.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
392686.56302692124 0.0 0.0 0.0 22470.61489933647 109134.85916947077 51570.24793388428  4458.920638996755  4458.920638996755 249.5787227568178  9.097209136041505E8  5.199478967965094E7  125174.0  334023.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
399104.7477391011 0.0 0.0 0.0 6418.1847121799 102598.97335344441 6148.760330578512  6805.310197627735  6805.310197627735 248.9731590088594  9.427550846593354E8  5.250381802716759E8  125681.0  335343.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
425987.12935270264 0.0 0.0 0.0 26882.3816136015 116369.80678536958 5950.413223140496  7161.134958535842  7161.134958535842 250.23016254181337  9.149256510621814E8  6.296131511603607E8  126189.0  336641.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
434822.25690909976 0.0 0.0 0.0 8835.127556397092 114098.17151643979 6148.760330578512  4958.002494748357  4958.002494748357 250.03446687770847  9.480932830592158E8  1.2126615214238109E8  126696.0  337939.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
439293.093909449 0.0 0.0 0.0 4470.837000349261 107613.10744301825 6148.760330578512  4807.140743192286  4807.140743192286 249.437989220662  9.507511317859987E8  8.606990965397996E7  127204.0  339236.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
526906.3187396267 0.0 0.0 0.0 87613.22483017764 125151.66839427128 65454.54545454545  4620.118424379182  4620.118424379182 250.98669782858988  9.227008753728282E8  7.378253384032883E7  127711.0  340555.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
526968.1855642207 0.0 0.0 0.0 61.86682459392742 108830.86830177084 11900.826446280993  4481.840470813359  4481.840470813359 249.55060929453168  9.559850030557783E8  1.0674130255068637E7  128219.0  341789.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
