observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
269852.44863233157 0.0 0.0 0.0 144538.35863233154 180097.2935375769 85289.25619834714  4465.898896407675  4465.898896407675 255.09157922288657  9.353852555034567E8  2.7835542910293277E7  124159.0  331960.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
382166.0506041703 0.0 0.0 0.0 112313.60197183875 198583.05605399483 89256.19834710751  4571.641108313554  4571.641108313554 256.3294549616703  8.448641017447822E8  1.411635492509587E8  124159.0  331960.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
459600.5512702025 0.0 0.0 0.0 77434.50066603217 183850.4089547284 87272.72727272731  4894.420492571502  4894.420492571502 255.3460277257443  9.380176745148019E8  1.176281705839156E8  124666.0  333239.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
466977.28414260753 0.0 0.0 0.0 7376.7328724050585 126756.92306048183 59504.13223140493  4966.08653524697  4966.08653524697 251.11627311310193  9.103690436228678E8  1.6073398589689174E8  125174.0  334553.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
470206.2389964971 0.0 0.0 0.0 3228.9548538896147 114720.66779798275 6148.760330578512  9116.449785810179  9116.449785810179 250.0880933664699  9.433713460002899E8  1.0228966428350031E9  125681.0  335844.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
470706.3539093387 0.0 0.0 0.0 500.11491284157466 104726.56870534783 5950.413223140496  4543.80078233599  4543.80078233599 249.17103844495955  9.155858693958734E8  6.4437082067450665E7  126189.0  337179.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
470867.402463977 0.0 0.0 0.0 161.04855463826286 93613.79399184321 6148.760330578512  5125.062937564369  5125.062937564369 248.0831848248656  9.488012477035794E8  1.565903720256722E8  126696.0  338489.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
486329.7361341641 0.0 0.0 0.0 15462.333670187116 98066.08427366082 6148.760330578512  4861.2830577909845  4861.2830577909845 248.5241802965195  9.513603498486557E8  9.713829663887307E7  127204.0  339741.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
485032.6911457923 0.0 0.0 0.0 -1297.0449883717693 86110.3593224991 5950.413223140496  4708.266739649447  4708.266739649447 247.2846430914122  9.232557043082006E8  9.22398439134518E7  127711.0  341042.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
536845.7059006672 0.0 0.0 0.0 51813.014754874945 109224.37826799328 23801.65289256199  4897.342916818781  4897.342916818781 249.587001596966  9.567059789361244E8  9.95701849133699E7  128219.0  342349.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
592047.0128820669 0.0 0.0 0.0 55201.306981399655 108933.95657087301 49586.77685950412  5904.951819015912  5904.951819015912 249.56014302884242  9.282707725126635E8  3.453300271548809E8  128726.0  343572.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
635522.0644088736 0.0 0.0 0.0 43475.051526806674 110069.16092443469 37685.950413223145  4653.896760021897  4653.896760021897 249.66512817205535  9.617893207054635E8  4.197951887467251E7  129234.0  344828.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
710607.1401409082 0.0 0.0 0.0 75085.07573203463 118699.88935338656 61487.603305785095  4966.7439972978855  4966.7439972978855 250.43089329371008  9.644240227634456E8  1.0682081048597571E8  129741.0  346115.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
727719.4770399426 0.0 0.0 0.0 17112.33689903442 109564.20863629013 21818.181818181823  4429.835797949011  4429.835797949011 249.6184295418746  8.735468356031578E8  8.189574675651829E7  130249.0  347439.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
777330.4098919956 0.0 0.0 0.0 49610.93285205298 108824.02872905559 45619.834710743795  4731.278048543846  4731.278048543846 249.54997676214333  9.697392498036923E8  5.071945854332928E7  130756.0  348706.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
795971.3291360245 0.0 0.0 0.0 18640.919244028904 108344.00409573893 13884.297520661159  5236.646356684369  5236.646356684369 249.50558347320253  9.410602818029187E8  1.8839804264513367E8  131264.0  350015.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
816946.7450434084 0.0 0.0 0.0 20975.41590738394 114355.5240249541 6148.760330578512  8815.135647590261  8815.135647590261 250.05663714894504  9.751027291696723E8  9.261767654087814E8  131771.0  351320.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
873550.5953823258 0.0 0.0 0.0 56603.850338917466 124411.2139139251 41652.89256198347  4895.267887962995  4895.267887962995 250.92290953772613  9.462997150246444E8  1.0952889929612614E8  132279.0  352655.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
889673.5756405044 0.0 0.0 0.0 16122.980258178579 124079.15497189303 11900.826446280991  4554.212753929669  4554.212753929669 250.89430349516653  9.805182735336121E8  1750368.623084721  132786.0  353961.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
