observedStorage observedOutflow observedWaterSupply elevationEnd observedInflow storage outflow  totalWaterSupply  waterSupply elevation  totalIndoor  totalOutdoor  numOfHouseholds  population shiftFactor inflow deficit
186534.3420644874 0.0 0.0 0.0 61220.25206448742 119923.06002380469 61487.603305785095  5123.678734897835  5123.678734897835 250.53626637007275  9.336763798567973E8  1.714166901671352E8  124159.0  331180.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
189787.92268831536 0.0 0.0 0.0 3253.58062382796 109294.91737698742 9917.355371900827  3964.3678987443914  3964.3678987443914 249.59352514352977  8.433206011607001E8  1.1728225785479316E7  124159.0  331180.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
222937.57361420442 0.0 0.0 0.0 33149.65092588907 109799.30054346233 27768.59504132232  4876.672718091851  4876.672718091851 249.64017114061429  9.364560497510362E8  1.1536189285738991E8  124666.0  332539.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
235503.69794594665 0.0 0.0 0.0 12566.124331742241 110106.8175453227 7933.884297520661  4324.723032361188  4324.723032361188 249.66861070427473  9.089058080836896E8  2.3865682891111195E7  125174.0  333878.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
268648.18596680654 0.0 0.0 0.0 33144.488020859884 123373.94351646834 11900.826446280991  7976.535603433258  7976.535603433258 250.83355130224572  9.419709955556301E8  7.784362887848517E8  125681.0  335228.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
297374.412706563 0.0 0.0 0.0 28726.226739756472 122635.71398505846 23801.652892561982  5662.803378604362  5662.803378604362 250.76995468513599  9.141648126095959E8  3.072085588256186E8  126189.0  336524.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
306191.57963952044 0.0 0.0 0.0 8817.166932957436 117383.91119349931 6148.760330578512  7920.209393938073  7920.209393938073 250.31752508558745  9.473147356517543E8  7.609439135006396E8  126696.0  337829.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
306554.1145253579 0.0 0.0 0.0 362.5348858374396 102325.09729773791 6148.760330578512  9272.588451020318  9272.588451020318 248.94603182426087  9.499337893871055E8  1.0500107365252078E9  127204.0  339107.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
308722.96895055426 0.0 0.0 0.0 2168.8544251963376 94122.76797809608 5950.413223140496  4420.770521697669  4420.770521697669 248.13359825456575  9.217839671908784E8  3.1703384467445496E7  127711.0  340366.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
357619.80219094455 0.0 0.0 0.0 48896.83324039032 108790.75512377734 29752.066115702488  4476.779979006575  4476.779979006575 249.5468995767851  9.552222192136836E8  1.0345449407772264E7  128219.0  341688.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
375316.17578482855 0.0 0.0 0.0 17696.37359388397 110060.44674874103 11900.826446280993  4525.85552263926  4525.85552263926 249.66432227399807  9.269563935434275E8  4.919606112191708E7  128726.0  342974.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
426047.8195878972 0.0 0.0 0.0 50731.64380306865 108485.46957620214 47603.30578512396  4703.315190483654  4703.315190483654 249.5186663808566  9.605492373787324E8  5.387834328460022E7  129234.0  344286.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
516085.43290413194 0.0 0.0 0.0 90037.6133162347 132413.88687283135 61487.603305785095  4621.592713820663  4621.592713820663 251.5721489945065  9.631082347855465E8  3.3693154366447456E7  129741.0  345536.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
564786.1070800908 0.0 0.0 0.0 48700.67417595882 121401.98866047867 55537.19008264461  4175.382305667107  4175.382305667107 250.66367235186755  8.722973114878473E8  2.8263845726098474E7  130249.0  346828.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
663266.9443054842 0.0 0.0 0.0 98480.8372253934 153846.6601112263 61487.603305785095  4548.562468860967  4548.562468860967 253.2171648850337  9.683859375931422E8  1.2664031185559819E7  130756.0  348109.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
676422.5024844928 0.0 0.0 0.0 13155.558179008704 108839.01460417814 53553.719008264445  4609.484677792545  4609.484677792545 249.5513626749448  9.397040762879246E8  5.448580901984652E7  131264.0  349398.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
682907.6549851598 0.0 0.0 0.0 6485.152500666893 104114.56086285622 6148.760330578512  5060.845911410299  5060.845911410299 249.11443918088008  9.736731186776397E8  1.1786794673991117E8  131771.0  350688.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
685319.6897966884 0.0 0.0 0.0 2412.0348115286833 96126.95315578976 5950.413223140496  4449.229295454652  4449.229295454652 248.33211104950374  9.448326103851918E8  1.4792829800626557E7  132279.0  351983.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
686788.052750933 0.0 0.0 0.0 1468.3629542446204 86729.86664098564 6148.760330578512  4716.68913847022  4716.68913847022 247.35122814284023  9.789901820596013E8  3.832193879540263E7  132786.0  353279.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
698481.9918842051 0.0 0.0 0.0 11693.939133272122 84504.59637551419 6148.760330578512  7770.4490681650595  7770.4490681650595 247.11205464053248  9.81663349890293E8  6.942944648931575E8  133294.0  354582.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
701439.8576291117 0.0 0.0 0.0 2957.8657449065977 76451.68761134644 5950.413223140496  5060.3612859338455  5060.3612859338455 246.17629427259692  9.526298171481146E8  1.388067225396906E8  133801.0  355908.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
704831.7180227183 0.0 0.0 0.0 3391.860393606569 70872.65001355537 3689.2561983471073  5281.641793050527  5281.641793050527 245.48875879891943  9.868996711690929E8  1.5226342742440486E8  134309.0  357136.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
723289.918375011 0.0 0.0 0.0 18458.200352292653 80491.17317950133 3570.2479338842977  5269.429252462386  5269.429252462386 246.65147196559244  9.576819701531326E8  1.7884708468594676E8  134816.0  358450.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
729040.0783915098 0.0 0.0 0.0 5750.160016498934 76054.03543710559 3689.2561983471073  6498.041560547573  6498.041560547573 246.12951716705157  9.921670673491257E8  4.093534160428197E8  135324.0  359700.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
759716.2654356749 0.0 0.0 0.0 30676.187044165155 97810.88530786162 3689.2561983471073  5230.080975062013  5230.080975062013 248.49890306139676  9.947842655368971E8  1.3325801428576568E8  135831.0  360977.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
975616.0124344237 0.0 0.0 0.0 215899.74699874874 208221.80122235673 101157.02479338844  4331.806290865383  4331.806290865383 256.954576251531  9.009894457161332E8  3.330978739429859E7  136339.0  362310.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
987640.5741055373 0.0 0.0 0.0 12024.561671113592 153033.29488907158 61487.603305785095  5725.464698613955  5725.464698613955 253.15774745336194  1.0001944800222898E9  2.346939055442772E8  136846.0  363610.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1048252.387041392 0.0 0.0 0.0 60611.812935854745 149485.9017815024 59504.13223140493  4655.073812019245  4655.073812019245 252.89477255149203  9.70500915382127E8  3.3521794916026976E7  137354.0  364905.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1096807.0810484325 0.0 0.0 0.0 48554.69400704049 121643.46077614292 71404.95867768595  4992.1763347140495  4992.1763347140495 250.68447456720736  1.0055079433780706E9  7.122222595267107E7  137861.0  366203.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1107636.8193875442 0.0 0.0 0.0 10829.738339111645 121539.2398644705 5950.413223140496  4983.546027643583  4983.546027643583 250.67549619783514  9.755942214102418E8  9.927453290411785E7  138369.0  367470.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1110089.887140448 0.0 0.0 0.0 2453.067752903731 112893.12886202348 6148.760330578512  4950.418424772235  4950.418424772235 249.92629232054227  1.0107502563156759E9  5.6973419970075466E7  138876.0  368755.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1140895.3293204994 0.0 0.0 0.0 30805.44218005147 120704.80662501695 17851.239669421488  5142.524747636506  5142.524747636506 250.6036118732785  1.0134232909831728E9  9.573455342511594E7  139384.0  370062.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
1143795.3879375993 0.0 0.0 0.0 2900.0586170999904 112489.13874233326 5950.413223140496  5165.313276643175  5165.313276643175 249.88893080017877  9.833403268598655E8  1.3073262772049984E8  139891.0  371375.0 1.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0
